2025-05-12 13:25:24.331339 [INF] [CB_RO#trend] TrendStrength=_trendStrength,_trendStrength.Ewma,_trendStrength.DoubleEwma,_trendStrength.DoubleEwmaSlope,BuildUpInProgress,ReductionInProgress,_buildUpStepSize,_reductionStepSize,PositionMultiplier,TargetPosition,SlopeSignCount,TrendStatus
2025-05-12 13:34:07.052747 [INF] [CB_RO#trend] TrendStrength=1,-0.0013499146632332266,-8.788881040765558E-05,-4.855681321494686E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:09.523005 [INF] [CB_RO#trend] TrendStrength=-1,-0.001849239705901555,-8.84172156763037E-05,-4.851668865590571E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:10.483124 [INF] [CB_RO#trend] TrendStrength=-1,-0.0023483150860485495,-8.90951850374153E-05,-4.847658891298973E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:14.342976 [INF] [CB_RO#trend] TrendStrength=1,-0.0018471409285055803,-8.962259876045569E-05,-4.843651397236478E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:17.446990 [INF] [CB_RO#trend] TrendStrength=-1,-0.0023462173580412722,-9.029957718823985E-05,-5.139646382020329E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:18.962683 [INF] [CB_RO#trend] TrendStrength=-1,-0.002845044249362197,-9.112600058989194E-05,-5.735403844268571E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:22.152699 [INF] [CB_RO#trend] TrendStrength=1,-0.002343621727237571,-9.180174930788616E-05,-6.030683929600123E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:22.752728 [INF] [CB_RO#trend] TrendStrength=1,-0.0018424499163740074,-9.232694375800595E-05,-6.025726930552913E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:25.243188 [INF] [CB_RO#trend] TrendStrength=1,-0.0013415286914158755,-9.270170428230326E-05,-5.720772992502425E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:31.262667 [INF] [CB_RO#trend] TrendStrength=1,-0.0008408579270702226,-9.29261511491396E-05,-5.416062113743325E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:32.123217 [INF] [CB_RO#trend] TrendStrength=1,-0.00034043749810674267,-9.300040455322688E-05,-5.111594145571296E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:36.193157 [INF] [CB_RO#trend] TrendStrength=1,0.0001597327206422556,-9.292458461566823E-05,-4.5073689393645356E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:40.625651 [INF] [CB_RO#trend] TrendStrength=-1,-0.0003403471457180104,-9.299881138399892E-05,-3.9036263465836275E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:42.063307 [INF] [CB_RO#trend] TrendStrength=-1,-0.0008401769721450964,-9.322296483222722E-05,-3.600366071771535E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:50.893574 [INF] [CB_RO#trend] TrendStrength=-1,-0.0013397568836589688,-9.35969250078752E-05,-3.29734781963535E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:55.211055 [INF] [CB_RO#trend] TrendStrength=1,-0.0008390870052171944,-9.382057203193796E-05,-2.6945714420460244E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:34:58.966175 [INF] [CB_RO#trend] TrendStrength=-1,-0.0013386674617145307,-9.41940260988427E-05,-2.392276790956542E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:00.453090 [INF] [CB_RO#trend] TrendStrength=-1,-0.0018379981279836185,-9.471716732940808E-05,-2.390223571402137E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:01.713005 [INF] [CB_RO#trend] TrendStrength=-1,-0.002337079128919572,-9.538987591788505E-05,-2.68817163558179E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:02.622872 [INF] [CB_RO#trend] TrendStrength=-1,-0.002835910589355057,-9.621203213191611E-05,-3.28588098277651E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:02.803216 [INF] [CB_RO#trend] TrendStrength=-1,-0.0033344926340603247,-9.718351631249452E-05,-4.183111759267636E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:03.972697 [INF] [CB_RO#trend] TrendStrength=-1,-0.0038328253877432396,-9.830420887392362E-05,-5.37962425825539E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:05.192787 [INF] [CB_RO#trend] TrendStrength=-1,-0.0043309089750493135,-9.957399030377609E-05,-6.575178919777171E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:06.262844 [INF] [CB_RO#trend] TrendStrength=1,-0.0038287435205618444,-0.00010069274116285338,-7.46977633062616E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:06.662724 [INF] [CB_RO#trend] TrendStrength=1,-0.003326829148801619,-0.00010166058208514491,-8.063657077269704E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:06.892934 [INF] [CB_RO#trend] TrendStrength=1,-0.0028251657342272733,-0.00010247763363078745,-8.657061598849484E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:08.692535 [INF] [CB_RO#trend] TrendStrength=1,-0.0023237531513602147,-0.0001031440162861062,-8.949990187263494E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:09.572796 [INF] [CB_RO#trend] TrendStrength=1,-0.0018225912747845898,-0.00010365985046365568,-8.942683134247599E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:11.693144 [INF] [CB_RO#trend] TrendStrength=-1,-0.002321679979147143,-0.00010432525650226066,-8.935380584375614E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:13.462662 [INF] [CB_RO#trend] TrendStrength=-1,-0.002820519139157514,-0.00010514011466705715,-8.928082535141041E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:18.912797 [INF] [CB_RO#trend] TrendStrength=-1,-0.0033191088795878803,-0.00010610430529653329,-8.920788984038776E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:20.353022 [INF] [CB_RO#trend] TrendStrength=-1,-0.0038174493251480314,-0.00010721770880248863,-8.913499928565004E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:22.533043 [INF] [CB_RO#trend] TrendStrength=-1,-0.004315540600485402,-0.00010848020566999336,-8.906215366217264E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:27.882579 [INF] [CB_RO#trend] TrendStrength=1,-0.0038133828301852146,-0.00010959167645734781,-8.898935294494422E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:33.212500 [INF] [CB_RO#trend] TrendStrength=-1,-0.0043114761387700665,-0.00011085224179604148,-9.191659710896575E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:35.562995 [INF] [CB_RO#trend] TrendStrength=1,-0.003809320400700737,-0.00011196178224371276,-9.484148612925316E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:39.103004 [INF] [CB_RO#trend] TrendStrength=-1,-0.004307415740500331,-0.00011322041843118962,-1.0076402145083418E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:41.653856 [INF] [CB_RO#trend] TrendStrength=1,-0.0038052620326301367,-0.00011432803091544918,-1.0668180451793495E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:42.772625 [INF] [CB_RO#trend] TrendStrength=1,-0.0033033594016138768,-0.0001152847403266586,-1.0959483824397932E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:43.772946 [INF] [CB_RO#trend] TrendStrength=-1,-0.003801707721913015,-0.00011639066722113437,-1.1250552554077217E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:47.482440 [INF] [CB_RO#trend] TrendStrength=-1,-0.004299806868052003,-0.00011764569208138348,-1.1541386784850191E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:48.373262 [INF] [CB_RO#trend] TrendStrength=1,-0.003797656964618033,-0.00011874969546314436,-1.1531986660655733E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:48.472646 [INF] [CB_RO#trend] TrendStrength=1,-0.003295758136135779,-0.00011970279799534604,-1.1222592325352689E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:50.602999 [INF] [CB_RO#trend] TrendStrength=-1,-0.003794110257067656,-0.00012080512023306762,-1.1213443775719816E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:53.922849 [INF] [CB_RO#trend] TrendStrength=-1,-0.0042922132019390675,-0.00012205654265757928,-1.12043008615378E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:35:59.003305 [INF] [CB_RO#trend] TrendStrength=1,-0.0037900670953381534,-0.00012315694582338334,-1.119516357967058E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:01.353035 [INF] [CB_RO#trend] TrendStrength=1,-0.0032881720617905395,-0.00012410645035817338,-1.0886031926983765E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:01.672711 [INF] [CB_RO#trend] TrendStrength=1,-0.0027865279757596996,-0.00012490517681579375,-1.0577145900344571E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:01.923451 [INF] [CB_RO#trend] TrendStrength=1,-0.002285134711771875,-0.00012555324567628052,-1.0268505349621922E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:04.952908 [INF] [CB_RO#trend] TrendStrength=-1,-0.002783992144415934,-0.00012635077734590234,-9.960110124767968E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:07.262727 [INF] [CB_RO#trend] TrendStrength=1,-0.0022826001483437813,-0.00012699765215720165,-9.351960075818161E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:08.682532 [INF] [CB_RO#trend] TrendStrength=1,-0.0017814588482696647,-0.00012749399051603533,-8.74429505289097E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:10.672879 [INF] [CB_RO#trend] TrendStrength=-1,-0.002280568118845475,-0.00012813991275453408,-8.437114759188034E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:12.962547 [INF] [CB_RO#trend] TrendStrength=1,-0.0017794278347861075,-0.0001286352991311435,-7.830178898075889E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:19.013130 [INF] [CB_RO#trend] TrendStrength=1,-0.0012785381208687697,-0.00012898026997766476,-6.923727320085481E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:22.003144 [INF] [CB_RO#trend] TrendStrength=-1,-0.0017778988518082804,-0.0001294749455522139,-6.31799972883055E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:23.223249 [INF] [CB_RO#trend] TrendStrength=-1,-0.002277009902382321,-0.00013011920603926287,-6.01275568108949E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:23.274136 [INF] [CB_RO#trend] TrendStrength=-1,-0.002775871397431075,-0.00013091293169668035,-6.007754880886598E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:24.352588 [INF] [CB_RO#trend] TrendStrength=-1,-0.0032744834617323046,-0.00013185600285569094,-6.30275717941042E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:24.455319 [INF] [CB_RO#trend] TrendStrength=-1,-0.0037728462200013837,-0.0001329482999208345,-6.597522574932171E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:26.423140 [INF] [CB_RO#trend] TrendStrength=1,-0.003270959796891438,-0.0001338897033699256,-6.892051212723963E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:29.643078 [INF] [CB_RO#trend] TrendStrength=1,-0.002769324316993048,-0.00013468033375401244,-7.186343237977112E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:34.393003 [INF] [CB_RO#trend] TrendStrength=1,-0.0022679396548346063,-0.00013532031155033655,-7.180398795802475E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:37.529303 [INF] [CB_RO#trend] TrendStrength=-1,-0.002766805685007134,-0.0001361097571623735,-7.474458031229986E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:40.193026 [INF] [CB_RO#trend] TrendStrength=-1,-0.0032654222821645756,-0.00013704855091987406,-8.068280942209294E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:42.862727 [INF] [CB_RO#trend] TrendStrength=-1,-0.0037637895710234386,-0.000138136573225905,-8.661627673691103E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:44.062743 [INF] [CB_RO#trend] TrendStrength=-1,-0.004261907676237872,-0.00013937370455680847,-9.254498517545594E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:49.325406 [INF] [CB_RO#trend] TrendStrength=1,-0.0037597767223998078,-0.00014045982546216125,-9.546893765480902E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:57.792969 [INF] [CB_RO#trend] TrendStrength=1,-0.003257896834038663,-0.0001413950565647341,-9.539053709043158E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:36:59.423120 [INF] [CB_RO#trend] TrendStrength=-1,-0.003756267885621589,-0.00014247951841345104,-9.531218492616538E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:06.603326 [INF] [CB_RO#trend] TrendStrength=1,-0.0032543897516788332,-0.00014341309148343056,-9.523388113504954E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:06.703592 [INF] [CB_RO#trend] TrendStrength=1,-0.002752762556803049,-0.00014419589632302636,-9.515562569013922E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:11.203370 [INF] [CB_RO#trend] TrendStrength=1,-0.002251386175524703,-0.00014482805340678678,-9.507741856450228E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:13.903105 [INF] [CB_RO#trend] TrendStrength=-1,-0.0027502604824368856,-0.00014560968313549573,-9.499925973122233E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:14.482321 [INF] [CB_RO#trend] TrendStrength=1,-0.002248885352195722,-0.00014624066583621373,-9.192114916339671E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:14.952681 [INF] [CB_RO#trend] TrendStrength=-1,-0.002747760909519569,-0.00014702112190931863,-8.884548683413636E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:18.182984 [INF] [CB_RO#trend] TrendStrength=1,-0.0022463870290648645,-0.00014765093168146522,-8.277227124656758E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:18.313151 [INF] [CB_RO#trend] TrendStrength=1,-0.0017452638355503875,-0.00014813021555262586,-7.670390090464609E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:19.472985 [INF] [CB_RO#trend] TrendStrength=1,-0.0012443912036326674,-0.00014845909384904985,-7.064037284315757E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:21.145875 [INF] [CB_RO#trend] TrendStrength=1,-0.0007437690080309063,-0.0001486376868233044,-6.158168409853341E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:26.893030 [INF] [CB_RO#trend] TrendStrength=-1,-0.0012433971235268357,-0.00014896611465431542,-5.553023170884853E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:28.203110 [INF] [CB_RO#trend] TrendStrength=-1,-0.0017427754249650174,-0.00014944425744740857,-5.248361124382203E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:30.692624 [INF] [CB_RO#trend] TrendStrength=-1,-0.00224190403725248,-0.00015007199538135,-5.243941974563228E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:32.632821 [INF] [CB_RO#trend] TrendStrength=1,-0.001740783085233909,-0.00015054920870830572,-4.939525572809992E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:33.192970 [INF] [CB_RO#trend] TrendStrength=1,-0.0012399126936913471,-0.00015087601775380058,-4.6353519175868535E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:42.922772 [INF] [CB_RO#trend] TrendStrength=1,-0.0007392927373445566,-0.00015105254276967777,-4.0314208603591387E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:43.062772 [INF] [CB_RO#trend] TrendStrength=1,-0.0002389230909759395,-0.00015107890393413964,-3.4279722526744125E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:44.362828 [INF] [CB_RO#trend] TrendStrength=-1,-0.0007388036294303965,-0.00015125522135178848,-3.1250057991626175E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:48.193363 [INF] [CB_RO#trend] TrendStrength=-1,-0.0012384342276156263,-0.0001515813750536676,-3.1222812046177393E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:51.512667 [INF] [CB_RO#trend] TrendStrength=-1,-0.0017378150105017635,-0.00015205724514430198,-3.4195583209975914E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:56.962873 [INF] [CB_RO#trend] TrendStrength=-1,-0.002236946102996458,-0.00015268271180165756,-3.716597147342143E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:37:57.283437 [INF] [CB_RO#trend] TrendStrength=-1,-0.0027358276299449045,-0.00015345765527710045,-4.013397829691882E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:00.453226 [INF] [CB_RO#trend] TrendStrength=1,-0.002234459716129987,-0.00015408195589535623,-4.0099605140062173E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:01.252772 [INF] [CB_RO#trend] TrendStrength=1,-0.0017333424862719772,-0.00015455573405446916,-4.0065253461634375E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:02.352918 [INF] [CB_RO#trend] TrendStrength=-1,-0.002232475815028786,-0.0001551791100787614,-4.3030923249608164E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:02.742646 [INF] [CB_RO#trend] TrendStrength=-1,-0.0027313595771212167,-0.00015595196421887405,-4.899421449196283E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:04.312476 [INF] [CB_RO#trend] TrendStrength=-1,-0.003229993897332601,-0.00015687417679880806,-5.795272864668422E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:07.542908 [INF] [CB_RO#trend] TrendStrength=-1,-0.00372837890038388,-0.00015794562821588344,-6.690406864094965E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:08.803044 [INF] [CB_RO#trend] TrendStrength=-1,-0.004226514710933633,-0.00015916619894069863,-7.584823887031041E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:10.982571 [INF] [CB_RO#trend] TrendStrength=-1,-0.004724401453578111,-0.0001605357695170897,-8.478524372787727E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:12.672642 [INF] [CB_RO#trend] TrendStrength=1,-0.004222039252851377,-0.00016175422056208987,-9.07150876043231E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:14.672712 [INF] [CB_RO#trend] TrendStrength=-1,-0.004719928233224897,-0.00016312167276588856,-9.664017488788108E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:15.752879 [INF] [CB_RO#trend] TrendStrength=-1,-0.005217568269108229,-0.0001646380067447911,-1.0556050849434877E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:25.893165 [INF] [CB_RO#trend] TrendStrength=1,-0.004714959484973731,-0.00016600310318825963,-1.144736913379047E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:33.782834 [INF] [CB_RO#trend] TrendStrength=-1,-0.005212602005231189,-0.00016751708285887235,-1.2337972780110953E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:37.383400 [INF] [CB_RO#trend] TrendStrength=-1,-0.005709995704228518,-0.00016917982644528307,-1.3227862226409018E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:40.512816 [INF] [CB_RO#trend] TrendStrength=-1,-0.006207140706376349,-0.0001709912147092622,-1.4117037910454142E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:43.673278 [INF] [CB_RO#trend] TrendStrength=-1,-0.0067040371360231055,-0.00017295112848565616,-1.500550026977272E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:44.642724 [INF] [CB_RO#trend] TrendStrength=-1,-0.007200685117455039,-0.00017505944868234676,-1.589324974164813E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:46.242958 [INF] [CB_RO#trend] TrendStrength=1,-0.0066970847748963665,-0.00017701605628021074,-1.6480286763121039E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:51.612942 [INF] [CB_RO#trend] TrendStrength=1,-0.006193736232508974,-0.00017882107233307916,-1.7066851770989288E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:54.372773 [INF] [CB_RO#trend] TrendStrength=-1,-0.0066906393643926644,-0.0001807746178206968,-1.7652945054808254E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:57.783019 [INF] [CB_RO#trend] TrendStrength=-1,-0.007187294044710414,-0.0001828765736487635,-1.8238566903972399E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:38:57.833261 [INF] [CB_RO#trend] TrendStrength=-1,-0.007683700397688004,-0.00018512682079597503,-1.9123717607715396E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:02.753133 [INF] [CB_RO#trend] TrendStrength=-1,-0.008179858547489104,-0.0001875252403139827,-2.0008157455110355E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:03.173099 [INF] [CB_RO#trend] TrendStrength=-1,-0.008675768618215306,-0.00019007171332735282,-2.089188688206975E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:05.855513 [INF] [CB_RO#trend] TrendStrength=-1,-0.009171430733906144,-0.00019276612103352617,-2.177490632426397E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:09.273016 [INF] [CB_RO#trend] TrendStrength=-1,-0.009666845018539136,-0.00019560834470277755,-2.2657216217121393E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:12.705408 [INF] [CB_RO#trend] TrendStrength=1,-0.009162011596029921,-0.00019829826567817541,-2.323881699582865E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:13.572765 [INF] [CB_RO#trend] TrendStrength=-1,-0.009657430590231851,-0.00020113600537554122,-2.4119949095330476E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:16.272924 [INF] [CB_RO#trend] TrendStrength=1,-0.009152601874936791,-0.0002038214451364093,-2.5000372803330156E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:33.043528 [INF] [CB_RO#trend] TrendStrength=1,-0.008648025573999378,-0.0002063547063750679,-2.558008855437109E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:43.502894 [INF] [CB_RO#trend] TrendStrength=-1,-0.009143701561212324,-0.00020903591043151877,-2.6159336782755265E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:46.512970 [INF] [CB_RO#trend] TrendStrength=1,-0.008639129710431773,-0.00021156493857151857,-2.643811777554354E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:39:49.513128 [INF] [CB_RO#trend] TrendStrength=1,-0.008134810145576613,-0.00021394191213361985,-2.6416671819637138E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:40:02.473085 [INF] [CB_RO#trend] TrendStrength=1,-0.00763074274050388,-0.00021616695238213068,-2.609523905477786E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:40:07.673069 [INF] [CB_RO#trend] TrendStrength=1,-0.007126927369133684,-0.0002182401805071559,-2.5474059473629736E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:40:08.018594 [INF] [CB_RO#trend] TrendStrength=1,-0.006623363905449172,-0.0002201617176246383,-2.4553372921860755E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:40:09.563096 [INF] [CB_RO#trend] TrendStrength=1,-0.006120052223496503,-0.00022193168477639967,-2.363341909822426E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:40:10.653336 [INF] [CB_RO#trend] TrendStrength=1,-0.00561699219738481,-0.00022355020293018203,-2.241419755464081E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 13:40:12.033105 [INF] [CB_RO#trend] TrendStrength=-1,-0.006114183701286063,-0.0002253173929796886,-2.14959478432793E-06,False,False,1,1,1,-0.01,-2,None
