position,long_limit_entry,short_limit_entry,long_market_entry,short_market_entry,buy_trades,sell_trades,buy_size,buy_cost,sell_size,sell_cost,buy_trade_pnl,sell_trade_pnl,prior_position_pnl,taker_fee,maker_fee,commission,pnl,worst_pnl,best_pnl,average_entry_price,total_entry_cost,total_entry_size,time
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042214068
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042218328
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042222619
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042227118
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042228809
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042233168
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042234212
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042239129
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042239339
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042240988
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042241388
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042242109
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042242938
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042243030
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042244449
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042245488
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042245709
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042250368
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042251398
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042253188
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042255068
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042262698
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042263609
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042269410
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042274908
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042278038
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042281758
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042286438
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042287408
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042289598
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042290648
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042291049
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042295299
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042296988
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042303538
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042303918
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042304058
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042321668
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042323058
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042326438
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042330528
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042330818
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042332138
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042333488
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042334111
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042335728
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042337229
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042339428
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042340898
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042341249
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042348029
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042351481
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042353589
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042354078
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042354129
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042354798
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042355318
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042356438
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042356859
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042357158
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042358638
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042359488
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042359948
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042361558
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042372268
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042373299
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042373528
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042379211
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042380088
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042381344
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042383689
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042384728
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042385718
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042386218
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042387173
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042387579
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042387637
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042387637
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042387782
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042388083
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042388873
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042389524
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042389662
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042390312
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042390642
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042391412
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042393912
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042394432
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042394692
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042396223
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042398802
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042399142
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042402022
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042402363
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042402492
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042407992
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042408772
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042410692
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042411332
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042413262
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042413932
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042414812
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042417133
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042418023
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042419795
0,[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1747042419892
