timestamp,trend_strength_value,trend_strength_ewma,trend_strength_double_ewma,trend_strength_double_ewma_slope,buildup_in_progress,reduction_in_progress,buildup_step_size,reduction_step_size,position_multiplier,target_position,slope_sign_count,trend_status
2025-05-12 13:25:24.333,0,,,,,,,,,,,
2025-05-12 13:25:59.930,1,,,,,,,,,,,
2025-05-12 13:26:23.038,1,,,,,,,,,,,
2025-05-12 13:26:31.529,1,,,,,,,,,,,
2025-05-12 13:26:57.270,1,,,,,,,,,,,
2025-05-12 13:27:56.768,-1,,,,,,,,,,,
2025-05-12 13:28:01.019,-1,,,,,,,,,,,
2025-05-12 13:28:40.688,-1,,,,,,,,,,,
2025-05-12 13:28:53.708,-1,,,,,,,,,,,
2025-05-12 13:29:06.299,-1,,,,,,,,,,,
2025-05-12 13:29:21.049,-1,,,,,,,,,,,
2025-05-12 13:29:23.878,-1,,,,,,,,,,,
2025-05-12 13:29:27.779,-1,,,,,,,,,,,
2025-05-12 13:29:33.050,-1,,,,,,,,,,,
2025-05-12 13:29:36.238,-1,,,,,,,,,,,
2025-05-12 13:29:43.948,-1,,,,,,,,,,,
2025-05-12 13:30:00.618,1,,,,,,,,,,,
2025-05-12 13:30:00.969,1,,,,,,,,,,,
2025-05-12 13:30:01.499,-1,,,,,,,,,,,
2025-05-12 13:30:05.409,1,,,,,,,,,,,
2025-05-12 13:30:06.278,1,,,,,,,,,,,
2025-05-12 13:30:06.678,-1,,,,,,,,,,,
2025-05-12 13:30:14.069,-1,,,,,,,,,,,
2025-05-12 13:30:18.328,1,,,,,,,,,,,
2025-05-12 13:30:22.619,-1,,,,,,,,,,,
2025-05-12 13:30:27.118,-1,,,,,,,,,,,
2025-05-12 13:30:28.809,-1,,,,,,,,,,,
2025-05-12 13:30:33.168,-1,,,,,,,,,,,
2025-05-12 13:30:34.213,-1,,,,,,,,,,,
2025-05-12 13:30:39.129,-1,,,,,,,,,,,
2025-05-12 13:30:39.339,-1,,,,,,,,,,,
2025-05-12 13:30:40.989,-1,,,,,,,,,,,
2025-05-12 13:30:41.388,-1,,,,,,,,,,,
2025-05-12 13:30:42.109,-1,,,,,,,,,,,
2025-05-12 13:30:42.938,-1,,,,,,,,,,,
2025-05-12 13:30:43.030,-1,,,,,,,,,,,
2025-05-12 13:30:44.449,1,,,,,,,,,,,
2025-05-12 13:30:45.488,1,,,,,,,,,,,
2025-05-12 13:30:45.709,1,,,,,,,,,,,
2025-05-12 13:30:50.368,-1,,,,,,,,,,,
2025-05-12 13:30:51.398,1,,,,,,,,,,,
2025-05-12 13:30:53.188,1,,,,,,,,,,,
2025-05-12 13:30:55.068,-1,,,,,,,,,,,
2025-05-12 13:31:02.698,1,,,,,,,,,,,
2025-05-12 13:31:03.609,1,,,,,,,,,,,
2025-05-12 13:31:09.410,1,,,,,,,,,,,
2025-05-12 13:31:14.908,-1,,,,,,,,,,,
2025-05-12 13:31:18.038,1,,,,,,,,,,,
2025-05-12 13:31:21.758,-1,,,,,,,,,,,
2025-05-12 13:31:26.438,1,,,,,,,,,,,
2025-05-12 13:31:27.408,1,,,,,,,,,,,
2025-05-12 13:31:29.598,-1,,,,,,,,,,,
2025-05-12 13:31:30.648,1,,,,,,,,,,,
2025-05-12 13:31:31.049,1,,,,,,,,,,,
2025-05-12 13:31:35.299,1,,,,,,,,,,,
2025-05-12 13:31:36.988,-1,,,,,,,,,,,
2025-05-12 13:31:43.538,-1,,,,,,,,,,,
2025-05-12 13:31:43.918,1,,,,,,,,,,,
2025-05-12 13:31:44.058,1,,,,,,,,,,,
2025-05-12 13:32:01.668,1,,,,,,,,,,,
2025-05-12 13:32:03.058,1,,,,,,,,,,,
2025-05-12 13:32:06.438,-1,,,,,,,,,,,
2025-05-12 13:32:10.528,-1,,,,,,,,,,,
2025-05-12 13:32:10.818,-1,,,,,,,,,,,
2025-05-12 13:32:12.138,1,,,,,,,,,,,
2025-05-12 13:32:13.489,-1,,,,,,,,,,,
2025-05-12 13:32:14.111,-1,,,,,,,,,,,
2025-05-12 13:32:15.728,1,,,,,,,,,,,
2025-05-12 13:32:17.229,1,,,,,,,,,,,
2025-05-12 13:32:19.428,1,,,,,,,,,,,
2025-05-12 13:32:20.898,1,,,,,,,,,,,
2025-05-12 13:32:21.249,1,,,,,,,,,,,
2025-05-12 13:32:28.029,-1,,,,,,,,,,,
2025-05-12 13:32:31.482,1,,,,,,,,,,,
2025-05-12 13:32:33.589,1,,,,,,,,,,,
2025-05-12 13:32:34.078,-1,,,,,,,,,,,
2025-05-12 13:32:34.129,-1,,,,,,,,,,,
2025-05-12 13:32:34.798,-1,,,,,,,,,,,
2025-05-12 13:32:35.318,-1,,,,,,,,,,,
2025-05-12 13:32:36.438,-1,,,,,,,,,,,
2025-05-12 13:32:36.859,1,,,,,,,,,,,
2025-05-12 13:32:37.158,1,,,,,,,,,,,
2025-05-12 13:32:38.638,-1,,,,,,,,,,,
2025-05-12 13:32:39.488,1,,,,,,,,,,,
2025-05-12 13:32:39.948,1,,,,,,,,,,,
2025-05-12 13:32:41.558,-1,,,,,,,,,,,
2025-05-12 13:32:52.268,1,,,,,,,,,,,
2025-05-12 13:32:53.299,1,,,,,,,,,,,
2025-05-12 13:32:53.528,1,,,,,,,,,,,
2025-05-12 13:32:59.211,1,,,,,,,,,,,
2025-05-12 13:33:00.088,1,,,,,,,,,,,
2025-05-12 13:33:01.344,1,,,,,,,,,,,
2025-05-12 13:33:03.689,1,,,,,,,,,,,
2025-05-12 13:33:04.728,1,,,,,,,,,,,
2025-05-12 13:33:05.718,1,,,,,,,,,,,
2025-05-12 13:33:06.218,1,,,,,,,,,,,
2025-05-12 13:33:07.173,1,,,,,,,,,,,
2025-05-12 13:33:07.579,1,,,,,,,,,,,
2025-05-12 13:33:07.637,1,,,,,,,,,,,
2025-05-12 13:33:07.637,1,,,,,,,,,,,
2025-05-12 13:33:07.782,1,,,,,,,,,,,
2025-05-12 13:33:08.083,-1,,,,,,,,,,,
2025-05-12 13:33:08.873,1,,,,,,,,,,,
2025-05-12 13:33:09.524,-1,,,,,,,,,,,
2025-05-12 13:33:09.662,-1,,,,,,,,,,,
2025-05-12 13:33:10.312,1,,,,,,,,,,,
2025-05-12 13:33:10.642,-1,,,,,,,,,,,
2025-05-12 13:33:11.412,-1,,,,,,,,,,,
2025-05-12 13:33:13.912,-1,,,,,,,,,,,
2025-05-12 13:33:14.432,-1,,,,,,,,,,,
2025-05-12 13:33:14.692,-1,,,,,,,,,,,
2025-05-12 13:33:16.223,-1,,,,,,,,,,,
2025-05-12 13:33:18.802,-1,,,,,,,,,,,
2025-05-12 13:33:19.142,-1,,,,,,,,,,,
2025-05-12 13:33:22.022,1,,,,,,,,,,,
2025-05-12 13:33:22.363,1,,,,,,,,,,,
2025-05-12 13:33:22.492,1,,,,,,,,,,,
2025-05-12 13:33:27.992,1,,,,,,,,,,,
2025-05-12 13:33:28.772,-1,,,,,,,,,,,
2025-05-12 13:33:30.692,-1,,,,,,,,,,,
2025-05-12 13:33:31.332,1,,,,,,,,,,,
2025-05-12 13:33:33.263,1,,,,,,,,,,,
2025-05-12 13:33:33.932,-1,,,,,,,,,,,
2025-05-12 13:33:34.812,-1,,,,,,,,,,,
2025-05-12 13:33:37.133,-1,,,,,,,,,,,
2025-05-12 13:33:38.023,-1,,,,,,,,,,,
2025-05-12 13:33:39.795,-1,,,,,,,,,,,
2025-05-12 13:33:39.892,-1,,,,,,,,,,,
2025-05-12 13:33:41.342,-1,,,,,,,,,,,
2025-05-12 13:33:42.413,-1,,,,,,,,,,,
2025-05-12 13:33:42.822,1,,,,,,,,,,,
2025-05-12 13:33:43.292,-1,,,,,,,,,,,
2025-05-12 13:33:44.522,1,,,,,,,,,,,
2025-05-12 13:33:47.512,1,,,,,,,,,,,
2025-05-12 13:33:48.892,-1,,,,,,,,,,,
2025-05-12 13:33:49.682,-1,,,,,,,,,,,
2025-05-12 13:33:51.803,1,,,,,,,,,,,
2025-05-12 13:34:01.372,1,,,,,,,,,,,
2025-05-12 13:34:01.523,1,,,,,,,,,,,
2025-05-12 13:34:02.693,-1,,,,,,,,,,,
2025-05-12 13:34:02.872,-1,,,,,,,,,,,
2025-05-12 13:34:03.473,-1,,,,,,,,,,,
2025-05-12 13:34:06.122,1,,,,,,,,,,,
2025-05-12 13:34:07.052,1,,,,,,,,,,,
2025-05-12 13:34:09.523,-1,,,,,,,,,,,
2025-05-12 13:34:10.483,-1,,,,,,,,,,,
2025-05-12 13:34:14.342,1,,,,,,,,,,,
2025-05-12 13:34:17.446,-1,,,,,,,,,,,
2025-05-12 13:34:18.962,-1,,,,,,,,,,,
2025-05-12 13:34:22.152,1,,,,,,,,,,,
2025-05-12 13:34:22.752,1,,,,,,,,,,,
2025-05-12 13:34:25.243,1,,,,,,,,,,,
2025-05-12 13:34:31.262,1,,,,,,,,,,,
2025-05-12 13:34:32.123,1,,,,,,,,,,,
2025-05-12 13:34:36.193,1,,,,,,,,,,,
2025-05-12 13:34:40.625,-1,,,,,,,,,,,
2025-05-12 13:34:42.063,-1,,,,,,,,,,,
2025-05-12 13:34:50.893,-1,,,,,,,,,,,
2025-05-12 13:34:55.211,1,,,,,,,,,,,
2025-05-12 13:34:58.966,-1,,,,,,,,,,,
2025-05-12 13:35:00.453,-1,,,,,,,,,,,
2025-05-12 13:35:01.713,-1,,,,,,,,,,,
2025-05-12 13:35:02.622,-1,,,,,,,,,,,
2025-05-12 13:35:02.803,-1,,,,,,,,,,,
2025-05-12 13:35:03.972,-1,,,,,,,,,,,
2025-05-12 13:35:05.192,-1,,,,,,,,,,,
2025-05-12 13:35:06.262,1,,,,,,,,,,,
2025-05-12 13:35:06.662,1,,,,,,,,,,,
2025-05-12 13:35:06.892,1,,,,,,,,,,,
2025-05-12 13:35:08.692,1,,,,,,,,,,,
2025-05-12 13:35:09.572,1,,,,,,,,,,,
2025-05-12 13:35:11.693,-1,,,,,,,,,,,
2025-05-12 13:35:13.462,-1,,,,,,,,,,,
2025-05-12 13:35:18.912,-1,,,,,,,,,,,
2025-05-12 13:35:20.353,-1,,,,,,,,,,,
2025-05-12 13:35:22.533,-1,,,,,,,,,,,
2025-05-12 13:35:27.882,1,,,,,,,,,,,
2025-05-12 13:35:33.212,-1,,,,,,,,,,,
2025-05-12 13:35:35.562,1,,,,,,,,,,,
2025-05-12 13:35:39.103,-1,,,,,,,,,,,
2025-05-12 13:35:41.653,1,,,,,,,,,,,
2025-05-12 13:35:42.772,1,,,,,,,,,,,
2025-05-12 13:35:43.772,-1,,,,,,,,,,,
2025-05-12 13:35:47.482,-1,,,,,,,,,,,
2025-05-12 13:35:48.373,1,,,,,,,,,,,
2025-05-12 13:35:48.472,1,,,,,,,,,,,
2025-05-12 13:35:50.602,-1,,,,,,,,,,,
2025-05-12 13:35:53.922,-1,,,,,,,,,,,
2025-05-12 13:35:59.003,1,,,,,,,,,,,
2025-05-12 13:36:01.353,1,,,,,,,,,,,
2025-05-12 13:36:01.672,1,,,,,,,,,,,
2025-05-12 13:36:01.923,1,,,,,,,,,,,
2025-05-12 13:36:04.952,-1,,,,,,,,,,,
2025-05-12 13:36:07.262,1,,,,,,,,,,,
2025-05-12 13:36:08.682,1,,,,,,,,,,,
2025-05-12 13:36:10.672,-1,,,,,,,,,,,
2025-05-12 13:36:12.962,1,,,,,,,,,,,
2025-05-12 13:36:19.013,1,,,,,,,,,,,
2025-05-12 13:36:22.003,-1,,,,,,,,,,,
2025-05-12 13:36:23.223,-1,,,,,,,,,,,
2025-05-12 13:36:23.274,-1,,,,,,,,,,,
2025-05-12 13:36:24.352,-1,,,,,,,,,,,
2025-05-12 13:36:24.455,-1,,,,,,,,,,,
2025-05-12 13:36:26.423,1,,,,,,,,,,,
2025-05-12 13:36:29.643,1,,,,,,,,,,,
2025-05-12 13:36:34.393,1,,,,,,,,,,,
2025-05-12 13:36:37.529,-1,,,,,,,,,,,
2025-05-12 13:36:40.193,-1,,,,,,,,,,,
2025-05-12 13:36:42.862,-1,,,,,,,,,,,
2025-05-12 13:36:44.062,-1,,,,,,,,,,,
2025-05-12 13:36:49.325,1,,,,,,,,,,,
2025-05-12 13:36:57.792,1,,,,,,,,,,,
2025-05-12 13:36:59.423,-1,,,,,,,,,,,
2025-05-12 13:37:06.603,1,,,,,,,,,,,
2025-05-12 13:37:06.703,1,,,,,,,,,,,
2025-05-12 13:37:11.203,1,,,,,,,,,,,
2025-05-12 13:37:13.903,-1,,,,,,,,,,,
2025-05-12 13:37:14.482,1,,,,,,,,,,,
2025-05-12 13:37:14.952,-1,,,,,,,,,,,
2025-05-12 13:37:18.182,1,,,,,,,,,,,
2025-05-12 13:37:18.313,1,,,,,,,,,,,
2025-05-12 13:37:19.472,1,,,,,,,,,,,
2025-05-12 13:37:21.145,1,,,,,,,,,,,
2025-05-12 13:37:26.893,-1,,,,,,,,,,,
2025-05-12 13:37:28.203,-1,,,,,,,,,,,
2025-05-12 13:37:30.692,-1,,,,,,,,,,,
2025-05-12 13:37:32.632,1,,,,,,,,,,,
2025-05-12 13:37:33.192,1,,,,,,,,,,,
2025-05-12 13:37:42.922,1,,,,,,,,,,,
2025-05-12 13:37:43.062,1,,,,,,,,,,,
2025-05-12 13:37:44.362,-1,,,,,,,,,,,
2025-05-12 13:37:48.193,-1,,,,,,,,,,,
2025-05-12 13:37:51.512,-1,,,,,,,,,,,
2025-05-12 13:37:56.962,-1,,,,,,,,,,,
2025-05-12 13:37:57.283,-1,,,,,,,,,,,
2025-05-12 13:38:00.453,1,,,,,,,,,,,
2025-05-12 13:38:01.252,1,,,,,,,,,,,
2025-05-12 13:38:02.352,-1,,,,,,,,,,,
2025-05-12 13:38:02.742,-1,,,,,,,,,,,
2025-05-12 13:38:04.312,-1,,,,,,,,,,,
2025-05-12 13:38:07.542,-1,,,,,,,,,,,
2025-05-12 13:38:08.803,-1,,,,,,,,,,,
2025-05-12 13:38:10.982,-1,,,,,,,,,,,
2025-05-12 13:38:12.672,1,,,,,,,,,,,
2025-05-12 13:38:14.672,-1,,,,,,,,,,,
2025-05-12 13:38:15.752,-1,,,,,,,,,,,
2025-05-12 13:38:25.893,1,,,,,,,,,,,
2025-05-12 13:38:33.782,-1,,,,,,,,,,,
2025-05-12 13:38:37.383,-1,,,,,,,,,,,
2025-05-12 13:38:40.512,-1,,,,,,,,,,,
2025-05-12 13:38:43.673,-1,,,,,,,,,,,
2025-05-12 13:38:44.642,-1,,,,,,,,,,,
2025-05-12 13:38:46.242,1,,,,,,,,,,,
2025-05-12 13:38:51.612,1,,,,,,,,,,,
2025-05-12 13:38:54.372,-1,,,,,,,,,,,
2025-05-12 13:38:57.783,-1,,,,,,,,,,,
2025-05-12 13:38:57.833,-1,,,,,,,,,,,
2025-05-12 13:39:02.753,-1,,,,,,,,,,,
2025-05-12 13:39:03.173,-1,,,,,,,,,,,
2025-05-12 13:39:05.855,-1,,,,,,,,,,,
2025-05-12 13:39:09.273,-1,,,,,,,,,,,
2025-05-12 13:39:12.705,1,,,,,,,,,,,
2025-05-12 13:39:13.572,-1,,,,,,,,,,,
2025-05-12 13:39:16.272,1,,,,,,,,,,,
2025-05-12 13:39:33.043,1,,,,,,,,,,,
2025-05-12 13:39:43.502,-1,,,,,,,,,,,
2025-05-12 13:39:46.512,1,,,,,,,,,,,
2025-05-12 13:39:49.513,1,,,,,,,,,,,
2025-05-12 13:40:02.473,1,,,,,,,,,,,
2025-05-12 13:40:07.673,1,,,,,,,,,,,
2025-05-12 13:40:08.018,1,,,,,,,,,,,
2025-05-12 13:40:09.563,1,,,,,,,,,,,
2025-05-12 13:40:10.653,1,,,,,,,,,,,
2025-05-12 13:40:12.033,-1,,,,,,,,,,,
2025-05-12 13:40:17.043,-1,,,,,,,,,,,
2025-05-12 13:40:17.102,-1,,,,,,,,,,,
2025-05-12 13:40:18.992,-1,,,,,,,,,,,
2025-05-12 13:40:19.642,-1,,,,,,,,,,,
2025-05-12 13:40:21.292,1,,,,,,,,,,,
2025-05-12 13:40:22.754,-1,,,,,,,,,,,
2025-05-12 13:40:22.852,-1,,,,,,,,,,,
2025-05-12 13:40:30.940,1,,,,,,,,,,,
2025-05-12 13:40:30.993,1,,,,,,,,,,,
2025-05-12 13:40:32.754,1,,,,,,,,,,,
2025-05-12 13:40:33.962,1,,,,,,,,,,,
2025-05-12 13:40:39.623,1,,,,,,,,,,,
