timestamp,last_bbo_local_timestamp,bar_number,open,high,low,close,bar_numtick,last_trade_id,bar_counter,trades_volume,time_elapsed_ms,price_diff,raw_price_diff,is_price_bar,is_volume_bar,is_final_split_bar,last_sequence_id,fair_open,fair_high,fair_low,fair_close,ask_open,ask_high,ask_low,ask_close,bid_open,bid_high,bid_low,bid_close,trades_open,trades_high,trades_low,trades_close
2025-05-12 13:25:20.474813,1747041920474,1,,,,,30,1521724182,-1,95.2,402,-10.5,,True,False,False,230559634621,,,,,,,,,,,,,,,,
2025-05-12 13:25:59.930732,1747041959930,2,,,,,1260,1521724795,1,4211.29,39455,13.15,,True,False,False,230559706818,,,,,,,,,,,,,,,,
2025-05-12 13:26:01.128949,1747041961128,3,,,,,55,1521724852,2,89.73,1198,11.2,,True,False,False,230559715852,,,,,,,,,,,,,,,,
2025-05-12 13:26:10.278781,1747041970278,4,,,,,399,1521725078,-1,1663.24,9149,-13.2,,True,False,False,230559741236,,,,,,,,,,,,,,,,
2025-05-12 13:26:12.128933,1747041972128,5,,,,,101,1521725146,-2,159.42,1850,-12.9,,True,False,False,230559748979,,,,,,,,,,,,,,,,
2025-05-12 13:26:13.258488,1747041973258,6,,,,,70,1521725212,1,81.99,1129,11.9,,True,False,False,230559755712,,,,,,,,,,,,,,,,
2025-05-12 13:26:13.938766,1747041973938,7,,,,,47,1521725270,2,23.24,680,16.0,,True,False,False,230559762740,,,,,,,,,,,,,,,,
2025-05-12 13:26:23.038718,1747041983038,8,,,,,306,1521725424,3,593.07,9099,11.7,,True,False,False,230559780816,,,,,,,,,,,,,,,,
2025-05-12 13:26:31.529367,1747041991529,9,,,,,308,1521725648,4,713.83,8490,16.3,,True,False,False,230559800216,,,,,,,,,,,,,,,,
2025-05-12 13:26:41.929142,1747042001929,10,,,,,388,1521726221,5,2566.2,10399,10.2,,True,False,False,230559822804,,,,,,,,,,,,,,,,
2025-05-12 13:26:57.270602,1747042017270,11,,,,,578,1521726721,6,1742.64,15341,11.9,,True,False,False,230559854813,,,,,,,,,,,,,,,,
2025-05-12 13:27:33.598559,1747042053598,12,,,,,1528,1521727763,-1,3599.59,36327,-11.9,,True,False,False,230559924052,,,,,,,,,,,,,,,,
2025-05-12 13:27:36.838688,1747042056838,13,,,,,139,1521727821,1,42.79,3240,10.2,,True,False,False,230559934059,,,,,,,,,,,,,,,,
2025-05-12 13:27:41.559082,1747042061559,14,,,,,167,1521727936,-1,475.25,4720,-10.6,,True,False,False,230559945660,,,,,,,,,,,,,,,,
2025-05-12 13:27:42.328912,1747042062328,15,,,,,68,1521727989,-2,107.62,769,-10.5,,True,False,False,230559953970,,,,,,,,,,,,,,,,
2025-05-12 13:27:58.688561,1747042078688,16,,,,,639,1521728285,-3,1769.9,16359,-13.7,,True,False,False,230559989627,,,,,,,,,,,,,,,,
2025-05-12 13:28:01.048649,1747042081048,17,,,,,121,1521728364,-4,277.68,2360,-14.9,,True,False,False,230559998258,,,,,,,,,,,,,,,,
2025-05-12 13:28:40.688876,1747042120688,18,,,,,1334,1521728836,-5,2371.57,39640,-15.2,,True,False,False,230560066007,,,,,,,,,,,,,,,,
2025-05-12 13:28:53.409568,1747042133409,19,,,,,381,1521728987,-6,513.44,12720,-12.6,,True,False,False,230560088081,,,,,,,,,,,,,,,,
2025-05-12 13:28:55.728464,1747042135728,20,,,,,105,1521729046,-7,111.8,2318,-16.9,,True,False,False,230560100066,,,,,,,,,,,,,,,,
2025-05-12 13:29:06.299323,1747042146299,21,,,,,463,1521729352,-8,996.54,10570,-13.0,,True,False,False,230560137284,,,,,,,,,,,,,,,,
2025-05-12 13:29:21.049313,1747042161049,22,,,,,535,1521729575,-9,869.58,14749,-19.1,,True,False,False,230560169588,,,,,,,,,,,,,,,,
2025-05-12 13:29:23.088922,1747042163088,23,,,,,111,1521729732,-10,1300.47,2039,-10.0,,True,False,False,230560183923,,,,,,,,,,,,,,,,
2025-05-12 13:29:24.848439,1747042164848,24,,,,,104,1521729833,-11,688.31,1759,-10.7,,True,False,False,230560193690,,,,,,,,,,,,,,,,
2025-05-12 13:29:27.768729,1747042167768,25,,,,,167,1521729931,-12,369.2,2920,-12.9,,True,False,False,230560206677,,,,,,,,,,,,,,,,
2025-05-12 13:29:28.848716,1747042168848,26,,,,,64,1521730159,-13,262.68,1079,-10.4,,True,False,False,230560216155,,,,,,,,,,,,,,,,
2025-05-12 13:29:33.050356,1747042173050,27,,,,,207,1521730302,-14,1271.3,4201,-15.0,,True,False,False,230560230738,,,,,,,,,,,,,,,,
2025-05-12 13:29:33.184146,1747042173184,28,,,,,13,1521730426,-15,511.15,133,-11.0,,True,False,False,230560236895,,,,,,,,,,,,,,,,
2025-05-12 13:29:43.108596,1747042183108,29,,,,,436,1521730661,-16,1049.18,9924,-10.0,,True,False,False,230560263592,,,,,,,,,,,,,,,,
2025-05-12 13:29:43.409024,1747042183409,30,,,,,23,1521730702,-17,191.39,300,-11.0,,True,False,False,230560267637,,,,,,,,,,,,,,,,
2025-05-12 13:29:44.098452,1747042184098,31,,,,,40,1521730824,-18,300.29,689,-10.3,,True,False,False,230560274451,,,,,,,,,,,,,,,,
2025-05-12 13:29:46.288654,1747042186288,32,,,,,113,1521730893,1,243.52,2190,10.9,,True,False,False,230560283010,,,,,,,,,,,,,,,,
2025-05-12 13:30:00.588696,1747042200588,33,,,,,616,1521731195,2,1177.84,14300,10.7,,True,False,False,230560325830,,,,,,,,,,,,,,,,
2025-05-12 13:30:00.738320,1747042200738,34,,,,,16,1521731226,3,128.9,149,10.9,,True,False,False,230560330179,,,,,,,,,,,,,,,,
2025-05-12 13:30:00.969304,1747042200969,35,,,,,24,1521731253,4,102.53,230,12.8,,True,False,False,230560335430,,,,,,,,,,,,,,,,
2025-05-12 13:30:01.458896,1747042201458,36,,,,,43,1521731289,-1,177.23,489,-15.0,,True,False,False,230560342004,,,,,,,,,,,,,,,,
2025-05-12 13:30:01.598675,1747042201598,37,,,,,15,1521731370,-2,108.9,139,-21.4,,True,False,False,230560349540,,,,,,,,,,,,,,,,
2025-05-12 13:30:02.788668,1747042202788,38,,,,,95,1521731421,1,871.64,1189,10.7,,True,False,False,230560360447,,,,,,,,,,,,,,,,
2025-05-12 13:30:03.428838,1747042203428,39,,,,,55,1521731451,-1,94.95,640,-10.3,,True,False,False,230560366674,,,,,,,,,,,,,,,,
2025-05-12 13:30:04.358747,1747042204358,40,,,,,64,1521731482,1,255.1,929,10.0,,True,False,False,230560371645,,,,,,,,,,,,,,,,
2025-05-12 13:30:05.348690,1747042205348,41,,,,,74,1521731522,2,175.98,989,13.1,,True,False,False,230560379009,,,,,,,,,,,,,,,,
2025-05-12 13:30:05.488564,1747042205488,42,,,,,15,1521731545,3,61.63,139,12.5,,True,False,False,230560383585,,,,,,,,,,,,,,,,
2025-05-12 13:30:06.129067,1747042206129,43,,,,,53,1521731580,4,150.82,640,10.4,,True,False,False,230560389579,,,,,,,,,,,,,,,,
2025-05-12 13:30:06.278818,1747042206278,44,,,,,13,1521731599,5,48.97,149,14.0,,True,False,False,230560394772,,,,,,,,,,,,,,,,
2025-05-12 13:30:06.558701,1747042206558,45,,,,,27,1521731624,-1,119.12,279,-11.7,,True,False,False,230560398291,,,,,,,,,,,,,,,,
2025-05-12 13:30:06.688814,1747042206688,46,,,,,14,1521731661,-2,94.54,130,-15.5,,True,False,False,230560403677,,,,,,,,,,,,,,,,
2025-05-12 13:30:07.738807,1747042207738,47,,,,,68,1521731720,-3,158.07,1049,-10.3,,True,False,False,230560413364,,,,,,,,,,,,,,,,
2025-05-12 13:30:08.709436,1747042208709,48,,,,,76,1521731765,1,64.76,970,20.5,,True,False,False,230560423433,,,,,,,,,,,,,,,,
2025-05-12 13:30:12.128774,1747042212128,49,,,,,233,1521731894,-1,379.62,3419,-11.0,,True,False,False,230560445009,,,,,,,,,,,,,,,,
2025-05-12 13:30:14.038606,1747042214038,50,,,,,113,1521731933,-2,28.75,1909,-12.5,,True,False,False,230560455388,,,,,,,,,,,,,,,,
2025-05-12 13:30:14.218772,1747042214218,51,,,,,18,1521731966,-3,69.0,180,-15.0,,True,False,False,230560461245,,,,,,,,,,,,,,,,
2025-05-12 13:30:15.878618,1747042215878,52,,,,,122,1521732025,1,69.36,1659,12.6,,True,False,False,230560471778,,,,,,,,,,,,,,,,
2025-05-12 13:30:16.028781,1747042216028,53,,,,,14,1521732045,2,48.68,150,10.0,,True,False,False,230560475064,,,,,,,,,,,,,,,,
2025-05-12 13:30:18.928552,1747042218928,54,,,,,197,1521732182,3,951.22,2899,12.3,,True,False,False,230560492873,,,,,,,,,,,,,,,,
2025-05-12 13:30:21.458883,1747042221458,55,,,,,152,1521732257,-1,294.5,2530,-12.9,,True,False,False,230560507938,,,,,,,,,,,,,,,,
2025-05-12 13:30:22.619152,1747042222619,56,,,,,79,1521732298,-2,248.5,1160,-12.5,,True,False,False,230560516290,,,,,,,,,,,,,,,,
2025-05-12 13:30:25.978922,1747042225978,57,,,,,153,1521732396,-3,389.04,3359,-12.2,,True,False,False,230560530013,,,,,,,,,,,,,,,,
2025-05-12 13:30:27.978717,1747042227978,58,,,,,111,1521732437,-4,89.69,1999,-10.2,,True,False,False,230560541090,,,,,,,,,,,,,,,,
2025-05-12 13:30:28.799004,1747042228799,59,,,,,67,1521732612,-5,408.36,820,-14.8,,True,False,False,230560551658,,,,,,,,,,,,,,,,
2025-05-12 13:30:29.469018,1747042229469,60,,,,,59,1521732763,1,265.64,669,11.3,,True,False,False,230560562371,,,,,,,,,,,,,,,,
2025-05-12 13:30:31.698813,1747042231698,61,,,,,151,1521732820,-1,26.47,2229,-10.1,,True,False,False,230560573893,,,,,,,,,,,,,,,,
2025-05-12 13:30:31.838652,1747042231838,62,,,,,13,1521732879,-2,29.6,139,-11.2,,True,False,False,230560578360,,,,,,,,,,,,,,,,
2025-05-12 13:30:33.168763,1747042233168,63,,,,,106,1521732990,-3,137.73,1330,-12.8,,True,False,False,230560590686,,,,,,,,,,,,,,,,
2025-05-12 13:30:34.202283,1747042234202,64,,,,,74,1521733138,-4,404.45,1033,-16.3,,True,False,False,230560599695,,,,,,,,,,,,,,,,
2025-05-12 13:30:34.658880,1747042234658,65,,,,,44,1521733310,-5,510.56,456,-11.4,,True,False,False,230560607731,,,,,,,,,,,,,,,,
2025-05-12 13:30:39.129105,1747042239129,66,,,,,301,1521733518,-6,1258.38,4470,-12.3,,True,False,False,230560629253,,,,,,,,,,,,,,,,
2025-05-12 13:30:39.278756,1747042239278,67,,,,,15,1521733725,-7,260.79,149,-16.5,,True,False,False,230560637456,,,,,,,,,,,,,,,,
2025-05-12 13:30:40.308713,1747042240308,68,,,,,92,1521733872,-8,1555.09,1029,-10.2,,True,False,False,230560646743,,,,,,,,,,,,,,,,
2025-05-12 13:30:40.989043,1747042240989,69,,,,,52,1521734201,-9,279.66,680,-12.9,,True,False,False,230560653013,,,,,,,,,,,,,,,,
2025-05-12 13:30:41.148729,1747042241148,70,,,,,17,1521734557,-10,1157.71,159,-18.4,,True,False,False,230560658295,,,,,,,,,,,,,,,,
2025-05-12 13:30:42.038848,1747042242038,71,,,,,77,1521734726,-11,858.82,890,-11.9,,True,False,False,230560669014,,,,,,,,,,,,,,,,
2025-05-12 13:30:42.178671,1747042242178,72,,,,,14,1521734823,-12,169.03,139,-11.4,,True,False,False,230560673536,,,,,,,,,,,,,,,,
2025-05-12 13:30:42.338735,1747042242338,73,,,,,15,1521735020,-13,490.34,160,-13.3,,True,False,False,230560677919,,,,,,,,,,,,,,,,
2025-05-12 13:30:43.010459,1747042243010,74,,,,,63,1521735220,-14,187.32,671,-13.9,,True,False,False,230560686995,,,,,,,,,,,,,,,,
2025-05-12 13:30:43.143332,1747042243143,75,,,,,14,1521735492,-15,1147.15,132,-13.7,,True,False,False,230560691956,,,,,,,,,,,,,,,,
2025-05-12 13:30:44.428678,1747042244428,76,,,,,105,1521735698,1,1516.35,1285,11.6,,True,False,False,230560704466,,,,,,,,,,,,,,,,
2025-05-12 13:30:44.558717,1747042244558,77,,,,,14,1521735742,2,77.8,130,12.5,,True,False,False,230560709907,,,,,,,,,,,,,,,,
2025-05-12 13:30:45.429124,1747042245429,78,,,,,84,1521735823,3,409.56,870,10.4,,True,False,False,230560717782,,,,,,,,,,,,,,,,
2025-05-12 13:30:45.560294,1747042245560,79,,,,,14,1521735856,4,74.3,131,13.8,,True,False,False,230560722721,,,,,,,,,,,,,,,,
2025-05-12 13:30:45.709645,1747042245709,80,,,,,14,1521735908,5,221.78,149,15.1,,True,False,False,230560727558,,,,,,,,,,,,,,,,
2025-05-12 13:30:46.748620,1747042246748,81,,,,,97,1521735971,6,325.45,1038,10.6,,True,False,False,230560738192,,,,,,,,,,,,,,,,
2025-05-12 13:30:47.628866,1747042247628,82,,,,,77,1521736058,-1,312.27,880,-11.3,,True,False,False,230560746631,,,,,,,,,,,,,,,,
2025-05-12 13:30:47.878638,1747042247878,83,,,,,26,1521736123,-2,311.17,249,-12.5,,True,False,False,230560751465,,,,,,,,,,,,,,,,
2025-05-12 13:30:50.368818,1747042250368,84,,,,,203,1521736237,-3,369.35,2490,-12.0,,True,False,False,230560769808,,,,,,,,,,,,,,,,
2025-05-12 13:30:50.988315,1747042250988,85,,,,,51,1521736269,1,226.71,619,11.8,,True,False,False,230560774594,,,,,,,,,,,,,,,,
2025-05-12 13:30:51.309016,1747042251309,86,,,,,23,1521736291,2,42.85,320,11.2,,True,False,False,230560777240,,,,,,,,,,,,,,,,
2025-05-12 13:30:51.658980,1747042251658,87,,,,,30,1521736313,3,37.31,349,10.8,,True,False,False,230560781771,,,,,,,,,,,,,,,,
2025-05-12 13:30:51.798799,1747042251798,88,,,,,15,1521736339,4,112.79,139,10.0,,True,False,False,230560785558,,,,,,,,,,,,,,,,
2025-05-12 13:30:52.210780,1747042252210,89,,,,,39,1521736373,-1,40.21,411,-11.8,,True,False,False,230560789804,,,,,,,,,,,,,,,,
2025-05-12 13:30:53.138603,1747042253138,90,,,,,88,1521736421,1,46.34,927,11.8,,True,False,False,230560799783,,,,,,,,,,,,,,,,
2025-05-12 13:30:54.928641,1747042254928,91,,,,,131,1521736486,-1,192.95,1790,-13.6,,True,False,False,230560813307,,,,,,,,,,,,,,,,
2025-05-12 13:30:55.878729,1747042255878,92,,,,,75,1521736783,1,1679.31,950,11.0,,True,False,False,230560822091,,,,,,,,,,,,,,,,
2025-05-12 13:30:56.317247,1747042256317,93,,,,,40,1521737058,-1,4627.81,438,-19.1,,True,False,False,230560827223,,,,,,,,,,,,,,,,
2025-05-12 13:30:58.818737,1747042258818,94,,,,,172,1521737234,1,2010.01,2501,12.7,,True,False,False,230560844538,,,,,,,,,,,,,,,,
2025-05-12 13:31:02.698977,1747042262698,95,,,,,283,1521737418,2,785.51,3880,16.8,,True,False,False,230560871728,,,,,,,,,,,,,,,,
2025-05-12 13:31:03.598736,1747042263598,96,,,,,64,1521737448,3,49.71,899,10.4,,True,False,False,230560879051,,,,,,,,,,,,,,,,
2025-05-12 13:31:03.728856,1747042263728,97,,,,,14,1521737516,4,146.89,130,22.1,,True,False,False,230560886681,,,,,,,,,,,,,,,,
2025-05-12 13:31:05.689721,1747042265689,98,,,,,146,1521737575,-1,315.75,1960,-12.0,,True,False,False,230560896181,,,,,,,,,,,,,,,,
2025-05-12 13:31:05.828678,1747042265828,99,,,,,15,1521737651,-2,273.48,138,-11.0,,True,False,False,230560900541,,,,,,,,,,,,,,,,
2025-05-12 13:31:06.438928,1747042266438,100,,,,,53,1521737699,1,330.56,610,10.3,,True,False,False,230560904893,,,,,,,,,,,,,,,,
2025-05-12 13:31:07.128500,1747042267128,101,,,,,56,1521737748,-1,218.92,689,-17.3,,True,False,False,230560911702,,,,,,,,,,,,,,,,
2025-05-12 13:31:09.248826,1747042269248,102,,,,,137,1521738056,1,1326.61,2120,10.0,,True,False,False,230560925522,,,,,,,,,,,,,,,,
2025-05-12 13:31:09.378883,1747042269378,103,,,,,12,1521738086,2,222.41,130,17.4,,True,False,False,230560931448,,,,,,,,,,,,,,,,
2025-05-12 13:31:09.509641,1747042269509,104,,,,,14,1521738141,3,115.02,130,14.4,,True,False,False,230560940613,,,,,,,,,,,,,,,,
2025-05-12 13:31:11.178743,1747042271178,105,,,,,90,1521738230,-1,615.06,1669,-10.0,,True,False,False,230560949165,,,,,,,,,,,,,,,,
2025-05-12 13:31:13.188862,1747042273188,106,,,,,139,1521738312,1,299.05,2010,10.8,,True,False,False,230560962917,,,,,,,,,,,,,,,,
2025-05-12 13:31:14.478779,1747042274478,107,,,,,73,1521738361,-1,269.39,1289,-10.5,,True,False,False,230560970304,,,,,,,,,,,,,,,,
2025-05-12 13:31:14.719069,1747042274719,108,,,,,22,1521738381,-2,76.63,240,-10.8,,True,False,False,230560975123,,,,,,,,,,,,,,,,
2025-05-12 13:31:14.908938,1747042274908,109,,,,,16,1521738440,-3,247.98,189,-19.1,,True,False,False,230560981033,,,,,,,,,,,,,,,,
2025-05-12 13:31:17.798704,1747042277798,110,,,,,184,1521738599,1,1115.08,2889,13.5,,True,False,False,230560997519,,,,,,,,,,,,,,,,
2025-05-12 13:31:17.928991,1747042277928,111,,,,,13,1521738643,2,114.71,130,13.6,,True,False,False,230561002862,,,,,,,,,,,,,,,,
2025-05-12 13:31:18.368537,1747042278368,112,,,,,26,1521738667,3,15.06,439,12.1,,True,False,False,230561007922,,,,,,,,,,,,,,,,
2025-05-12 13:31:18.988622,1747042278988,113,,,,,51,1521738710,-1,234.68,620,-16.0,,True,False,False,230561014408,,,,,,,,,,,,,,,,
2025-05-12 13:31:21.468859,1747042281468,114,,,,,149,1521738779,-2,300.89,2480,-10.6,,True,False,False,230561024501,,,,,,,,,,,,,,,,
2025-05-12 13:31:22.310786,1747042282310,115,,,,,73,1521738833,-3,225.71,841,-14.9,,True,False,False,230561033228,,,,,,,,,,,,,,,,
2025-05-12 13:31:25.928921,1747042285928,116,,,,,199,1521738937,1,585.37,3618,10.4,,True,False,False,230561049931,,,,,,,,,,,,,,,,
2025-05-12 13:31:26.168837,1747042286168,117,,,,,23,1521738957,2,32.16,239,11.2,,True,False,False,230561055064,,,,,,,,,,,,,,,,
2025-05-12 13:31:26.438947,1747042286438,118,,,,,21,1521738971,3,3.41,270,11.4,,True,False,False,230561059678,,,,,,,,,,,,,,,,
2025-05-12 13:31:26.578789,1747042286578,119,,,,,12,1521739157,4,1537.12,139,13.1,,True,False,False,230561065436,,,,,,,,,,,,,,,,
2025-05-12 13:31:29.578861,1747042289578,120,,,,,211,1521739259,-1,308.4,3000,-12.1,,True,False,False,230561080288,,,,,,,,,,,,,,,,
2025-05-12 13:31:30.628816,1747042290628,121,,,,,91,1521739354,1,179.94,1049,10.4,,True,False,False,230561092393,,,,,,,,,,,,,,,,
2025-05-12 13:31:30.768902,1747042290768,122,,,,,13,1521739398,2,25.07,140,18.4,,True,False,False,230561099517,,,,,,,,,,,,,,,,
2025-05-12 13:31:31.049154,1747042291049,123,,,,,25,1521739425,3,30.96,280,10.7,,True,False,False,230561103224,,,,,,,,,,,,,,,,
2025-05-12 13:31:32.368717,1747042292368,124,,,,,80,1521739490,-1,162.89,1319,-10.7,,True,False,False,230561110849,,,,,,,,,,,,,,,,
2025-05-12 13:31:35.058768,1747042295058,125,,,,,181,1521739597,1,402.27,2690,15.0,,True,False,False,230561126333,,,,,,,,,,,,,,,,
2025-05-12 13:31:35.299061,1747042295299,126,,,,,17,1521739712,2,112.84,240,14.0,,True,False,False,230561133198,,,,,,,,,,,,,,,,
2025-05-12 13:31:36.948756,1747042296948,127,,,,,112,1521739767,-1,227.35,1649,-12.8,,True,False,False,230561142235,,,,,,,,,,,,,,,,
2025-05-12 13:31:37.358868,1747042297358,128,,,,,36,1521739845,-2,274.26,410,-11.0,,True,False,False,230561148229,,,,,,,,,,,,,,,,
2025-05-12 13:31:39.428652,1747042299428,129,,,,,134,1521739907,1,121.74,2069,10.3,,True,False,False,230561156496,,,,,,,,,,,,,,,,
2025-05-12 13:31:42.068561,1747042302068,130,,,,,183,1521740014,-1,262.35,2639,-10.3,,True,False,False,230561170623,,,,,,,,,,,,,,,,
2025-05-12 13:31:43.288610,1747042303288,131,,,,,92,1521740065,-2,173.83,1220,-14.4,,True,False,False,230561177219,,,,,,,,,,,,,,,,
2025-05-12 13:31:43.808726,1747042303808,132,,,,,48,1521740159,1,648.9,520,10.2,,True,False,False,230561187684,,,,,,,,,,,,,,,,
2025-05-12 13:31:43.946339,1747042303946,133,,,,,14,1521740191,2,56.61,137,13.7,,True,False,False,230561192739,,,,,,,,,,,,,,,,
2025-05-12 13:31:44.078841,1747042304078,134,,,,,15,1521740232,3,52.47,132,15.0,,True,False,False,230561202564,,,,,,,,,,,,,,,,
2025-05-12 13:31:46.358556,1747042306358,135,,,,,134,1521740281,-1,139.23,2279,-12.5,,True,False,False,230561213793,,,,,,,,,,,,,,,,
2025-05-12 13:31:54.118915,1747042314118,136,,,,,508,1521740723,1,5255.47,7760,12.9,,True,False,False,230561252532,,,,,,,,,,,,,,,,
2025-05-12 13:31:55.198698,1747042315198,137,,,,,74,1521740849,2,50.85,1079,10.6,,True,False,False,230561263177,,,,,,,,,,,,,,,,
2025-05-12 13:32:00.529146,1747042320529,138,,,,,280,1521741114,-1,1342.56,5330,-21.2,,True,False,False,230561284362,,,,,,,,,,,,,,,,
2025-05-12 13:32:01.348710,1747042321348,139,,,,,66,1521741203,1,130.01,819,12.0,,True,False,False,230561295542,,,,,,,,,,,,,,,,
2025-05-12 13:32:01.483509,1747042321483,140,,,,,14,1521741230,2,32.89,134,11.0,,True,False,False,230561300494,,,,,,,,,,,,,,,,
2025-05-12 13:32:01.678692,1747042321678,141,,,,,17,1521741285,3,25.5,195,12.5,,True,False,False,230561305457,,,,,,,,,,,,,,,,
2025-05-12 13:32:01.828855,1747042321828,142,,,,,16,1521741347,4,48.91,150,10.6,,True,False,False,230561309565,,,,,,,,,,,,,,,,
2025-05-12 13:32:03.078873,1747042323078,143,,,,,81,1521741460,5,147.03,1249,13.0,,True,False,False,230561320254,,,,,,,,,,,,,,,,
2025-05-12 13:32:04.069188,1747042324069,144,,,,,70,1521741545,-1,342.38,990,-10.5,,True,False,False,230561331874,,,,,,,,,,,,,,,,
2025-05-12 13:32:04.978741,1747042324978,145,,,,,71,1521741601,1,189.46,909,14.4,,True,False,False,230561339150,,,,,,,,,,,,,,,,
2025-05-12 13:32:05.238940,1747042325238,146,,,,,25,1521741620,-1,90.67,260,-11.2,,True,False,False,230561342948,,,,,,,,,,,,,,,,
2025-05-12 13:32:05.878812,1747042325878,147,,,,,47,1521741674,-2,216.79,639,-12.8,,True,False,False,230561348505,,,,,,,,,,,,,,,,
2025-05-12 13:32:06.438751,1747042326438,148,,,,,40,1521741719,-3,48.14,559,-15.2,,True,False,False,230561355792,,,,,,,,,,,,,,,,
2025-05-12 13:32:10.529015,1747042330529,149,,,,,212,1521741927,-4,1217.62,4090,-21.2,,True,False,False,230561372485,,,,,,,,,,,,,,,,
2025-05-12 13:32:10.679046,1747042330679,150,,,,,14,1521741968,-5,127.55,150,-12.2,,True,False,False,230561376272,,,,,,,,,,,,,,,,
2025-05-12 13:32:11.948804,1747042331948,151,,,,,101,1521742058,1,333.57,1269,13.7,,True,False,False,230561389598,,,,,,,,,,,,,,,,
2025-05-12 13:32:12.138798,1747042332138,152,,,,,16,1521742083,2,49.06,189,11.0,,True,False,False,230561394264,,,,,,,,,,,,,,,,
2025-05-12 13:32:13.011547,1747042333011,153,,,,,71,1521742151,-1,295.55,872,-15.2,,True,False,False,230561405699,,,,,,,,,,,,,,,,
2025-05-12 13:32:13.489025,1747042333489,154,,,,,44,1521742312,-2,748.96,477,-13.4,,True,False,False,230561414121,,,,,,,,,,,,,,,,
2025-05-12 13:32:14.099545,1747042334099,155,,,,,50,1521742416,-3,839.47,610,-15.8,,True,False,False,230561421117,,,,,,,,,,,,,,,,
2025-05-12 13:32:14.358785,1747042334358,156,,,,,20,1521742482,-4,95.09,259,-10.0,,True,False,False,230561426551,,,,,,,,,,,,,,,,
2025-05-12 13:32:15.529035,1747042335529,157,,,,,95,1521742584,1,314.54,1170,17.8,,True,False,False,230561441313,,,,,,,,,,,,,,,,
2025-05-12 13:32:15.728846,1747042335728,158,,,,,19,1521742614,2,73.04,199,10.0,,True,False,False,230561447825,,,,,,,,,,,,,,,,
2025-05-12 13:32:16.208581,1747042336208,159,,,,,41,1521742645,-1,320.19,479,-10.3,,True,False,False,230561452523,,,,,,,,,,,,,,,,
2025-05-12 13:32:16.818837,1747042336818,160,,,,,54,1521742692,1,91.52,610,10.3,,True,False,False,230561458760,,,,,,,,,,,,,,,,
2025-05-12 13:32:17.188803,1747042337188,161,,,,,35,1521742707,2,13.41,369,11.6,,True,False,False,230561463838,,,,,,,,,,,,,,,,
2025-05-12 13:32:17.318857,1747042337318,162,,,,,14,1521742738,3,66.19,130,11.9,,True,False,False,230561470316,,,,,,,,,,,,,,,,
2025-05-12 13:32:17.878780,1747042337878,163,,,,,48,1521742759,-1,46.26,559,-14.3,,True,False,False,230561474245,,,,,,,,,,,,,,,,
2025-05-12 13:32:19.299089,1747042339299,164,,,,,108,1521742858,1,229.1,1420,17.2,,True,False,False,230561484120,,,,,,,,,,,,,,,,
2025-05-12 13:32:19.438787,1747042339438,165,,,,,14,1521742884,2,26.66,139,13.4,,True,False,False,230561490085,,,,,,,,,,,,,,,,
2025-05-12 13:32:20.568841,1747042340568,166,,,,,80,1521742918,3,78.85,1130,11.8,,True,False,False,230561498060,,,,,,,,,,,,,,,,
2025-05-12 13:32:20.898809,1747042340898,167,,,,,25,1521742934,4,32.06,329,12.9,,True,False,False,230561502558,,,,,,,,,,,,,,,,
2025-05-12 13:32:21.249096,1747042341249,168,,,,,30,1521743038,5,319.95,350,18.3,,True,False,False,230561511006,,,,,,,,,,,,,,,,
