timestamp,request_type,duration,d2d,tq,to,oq,tick_ts,order_ts,deque_ts,clOrdId
2025-05-12 13:25:20.525256,NEW,41.4,15.008,6.24,11.37,3.64,1837092847243356,1837092858610744,1837092862251305,
2025-05-12 13:25:20.527620,NEW,43.8,15.005,6.24,9.94,5.07,1837092847243356,1837092857182844,1837092862248630,
2025-05-12 13:25:59.937546,NEW,6.0,0.854,0.04,0.71,0.14,1837132309091243,1837132309803765,1837132309945313,
2025-05-12 13:25:59.937550,NEW,5.8,1.038,0.04,0.87,0.17,1837132309091243,1837132309957387,1837132310129052,
2025-05-12 13:25:59.974544,CANCEL,43.2,0.686,0.04,0.67,0.02,1837132309091243,1837132309757477,1837132309777695,
2025-05-12 13:25:59.974569,CANCEL,43.2,0.661,0.04,0.61,0.06,1837132309091243,1837132309696581,1837132309752137,
2025-05-12 13:26:01.130890,CANCEL,1.9,0.127,0.06,0.1,0.02,1837133507290598,1837133507393363,1837133507417709,
2025-05-12 13:26:01.132316,CANCEL,3.3,0.134,0.06,0.12,0.02,1837133507290598,1837133507405606,1837133507424492,
2025-05-12 13:26:01.134517,NEW,5.4,0.199,0.06,0.17,0.03,1837133507290598,1837133507464228,1837133507489936,
2025-05-12 13:26:01.134520,NEW,5.5,0.165,0.06,0.14,0.02,1837133507290598,1837133507432147,1837133507455942,
2025-05-12 13:26:10.280932,CANCEL,2.1,0.149,0.1,0.13,0.02,1837142657083268,1837142657210780,1837142657232762,
2025-05-12 13:26:10.280944,CANCEL,2.1,0.135,0.1,0.12,0.01,1837142657083268,1837142657203817,1837142657217783,
2025-05-12 13:26:10.284623,NEW,5.8,0.177,0.1,0.15,0.02,1837142657083268,1837142657237150,1837142657260484,
2025-05-12 13:26:10.285175,NEW,6.3,0.184,0.1,0.18,0.01,1837142657083268,1837142657258591,1837142657267327,
2025-05-12 13:26:12.131231,CANCEL,2.2,0.116,0.04,0.07,0.04,1837144507287861,1837144507361170,1837144507404202,
2025-05-12 13:26:12.131236,CANCEL,2.3,0.08,0.04,0.06,0.02,1837144507287861,1837144507351361,1837144507368093,
2025-05-12 13:26:12.133455,NEW,4.4,0.144,0.04,0.14,0.0,1837144507287861,1837144507428828,1837144507432055,
2025-05-12 13:26:12.137915,NEW,8.9,0.139,0.04,0.11,0.03,1837144507287861,1837144507398301,1837144507426394,
2025-05-12 13:26:13.260136,CANCEL,1.6,0.088,0.05,0.07,0.02,1837145636844169,1837145636909313,1837145636932016,
2025-05-12 13:26:13.260150,CANCEL,1.6,0.108,0.05,0.08,0.03,1837145636844169,1837145636922377,1837145636952304,
2025-05-12 13:26:13.262807,NEW,4.2,0.135,0.05,0.11,0.02,1837145636844169,1837145636954849,1837145636978724,
2025-05-12 13:26:13.264137,NEW,5.5,0.141,0.05,0.13,0.01,1837145636844169,1837145636975569,1837145636984946,
2025-05-12 13:26:13.940424,CANCEL,1.6,0.075,0.04,0.06,0.02,1837146317120771,1837146317178561,1837146317196064,
2025-05-12 13:26:13.941732,CANCEL,2.9,0.087,0.04,0.07,0.02,1837146317120771,1837146317186185,1837146317207686,
2025-05-12 13:26:13.943013,NEW,4.2,0.101,0.04,0.08,0.02,1837146317120771,1837146317203067,1837146317222213,
2025-05-12 13:26:13.944465,NEW,5.6,0.115,0.04,0.1,0.02,1837146317120771,1837146317219128,1837146317235950,
2025-05-12 13:26:23.040542,CANCEL,1.8,0.065,0.03,0.05,0.01,1837155417083815,1837155417133550,1837155417148388,
2025-05-12 13:26:23.040776,CANCEL,2.0,0.055,0.03,0.04,0.01,1837155417083815,1837155417127488,1837155417138599,
2025-05-12 13:26:23.042917,NEW,4.1,0.09,0.03,0.08,0.01,1837155417083815,1837155417166733,1837155417173976,
2025-05-12 13:26:23.050049,NEW,11.3,0.09,0.03,0.07,0.02,1837155417083815,1837155417154069,1837155417173656,
2025-05-12 13:26:31.531204,CANCEL,1.8,0.059,0.03,0.04,0.02,1837163907736595,1837163907775309,1837163907795457,
2025-05-12 13:26:31.531216,CANCEL,1.7,0.126,0.03,0.05,0.07,1837163907736595,1837163907790407,1837163907862154,
2025-05-12 13:26:31.533971,NEW,4.0,0.601,0.03,0.09,0.52,1837163907736595,1837163907821677,1837163908337987,
2025-05-12 13:26:31.540374,NEW,10.9,0.137,0.03,0.12,0.02,1837163907736595,1837163907852986,1837163907873134,
2025-05-12 13:26:41.931679,CANCEL,2.5,0.081,0.05,0.06,0.02,1837174307492796,1837174307553361,1837174307573910,
2025-05-12 13:26:41.931682,CANCEL,2.5,0.085,0.05,0.07,0.01,1837174307492796,1837174307564552,1837174307578138,
2025-05-12 13:26:41.933536,NEW,4.3,0.125,0.05,0.1,0.03,1837174307492796,1837174307588778,1837174307617532,
2025-05-12 13:26:41.937702,NEW,8.5,0.131,0.05,0.12,0.01,1837174307492796,1837174307608886,1837174307623835,
2025-05-12 13:26:57.272375,CANCEL,1.7,0.072,0.04,0.05,0.02,1837189648964151,1837189649015118,1837189649036518,
2025-05-12 13:26:57.272688,CANCEL,2.0,0.08,0.04,0.06,0.02,1837189648964151,1837189649025127,1837189649044323,
2025-05-12 13:26:57.275482,NEW,4.8,0.098,0.04,0.08,0.02,1837189648964151,1837189649044985,1837189649061686,
2025-05-12 13:26:57.283788,NEW,13.1,0.116,0.04,0.1,0.02,1837189648964151,1837189649061726,1837189649080252,
2025-05-12 13:27:33.600268,CANCEL,1.7,0.09,0.05,0.07,0.02,1837225976902033,1837225976972296,1837225976991963,
2025-05-12 13:27:33.600641,CANCEL,2.0,0.1,0.05,0.08,0.02,1837225976902033,1837225976980471,1837225977001882,
2025-05-12 13:27:33.605187,NEW,6.4,0.292,0.05,0.1,0.19,1837225976902033,1837225977002283,1837225977194187,
2025-05-12 13:27:33.607675,NEW,9.0,0.122,0.05,0.11,0.01,1837225976902033,1837225977013745,1837225977023613,
2025-05-12 13:27:36.840391,CANCEL,1.7,0.078,0.04,0.06,0.02,1837229217048121,1837229217110410,1837229217126360,
2025-05-12 13:27:36.841695,CANCEL,2.9,0.088,0.04,0.07,0.02,1837229217048121,1837229217117663,1837229217135638,
2025-05-12 13:27:36.842812,NEW,4.0,0.116,0.04,0.1,0.02,1837229217048121,1837229217146498,1837229217163981,
2025-05-12 13:27:36.846205,NEW,7.4,0.106,0.04,0.09,0.02,1837229217048121,1837229217134185,1837229217153692,
2025-05-12 13:27:41.560825,CANCEL,1.7,0.084,0.04,0.06,0.03,1837233937436524,1837233937495055,1837233937520864,
2025-05-12 13:27:41.561207,CANCEL,2.1,0.09,0.04,0.07,0.02,1837233937436524,1837233937505335,1837233937526705,
2025-05-12 13:27:41.564372,NEW,5.2,0.12,0.04,0.09,0.03,1837233937436524,1837233937523278,1837233937556401,
2025-05-12 13:27:41.569410,NEW,10.3,0.111,0.04,0.1,0.01,1837233937436524,1837233937536113,1837233937547775,
2025-05-12 13:27:42.331175,CANCEL,2.2,0.098,0.04,0.08,0.02,1837234707266644,1837234707345464,1837234707364991,
2025-05-12 13:27:42.331183,CANCEL,2.2,0.089,0.04,0.07,0.02,1837234707266644,1837234707336517,1837234707355313,
2025-05-12 13:27:42.333985,NEW,5.0,0.131,0.04,0.12,0.01,1837234707266644,1837234707383917,1837234707398094,
2025-05-12 13:27:42.334449,NEW,5.5,0.115,0.04,0.1,0.02,1837234707266644,1837234707365001,1837234707381883,
2025-05-12 13:27:58.690563,CANCEL,2.0,0.07,0.04,0.06,0.01,1837251066917434,1837251066976376,1837251066987597,
2025-05-12 13:27:58.690587,CANCEL,2.0,0.081,0.04,0.07,0.02,1837251066917434,1837251066983129,1837251066998829,
2025-05-12 13:27:58.692732,NEW,4.0,0.199,0.04,0.19,0.01,1837251066917434,1837251067111443,1837251067116763,
2025-05-12 13:27:58.693960,NEW,5.3,0.106,0.04,0.1,0.01,1837251066917434,1837251067014799,1837251067023065,
2025-05-12 13:28:01.050524,CANCEL,1.8,0.055,0.03,0.05,0.01,1837253427014917,1837253427060052,1837253427069470,
2025-05-12 13:28:01.050537,CANCEL,1.8,0.114,0.03,0.06,0.06,1837253427014917,1837253427071955,1837253427129023,
2025-05-12 13:28:01.053866,NEW,5.1,0.134,0.03,0.12,0.01,1837253427014917,1837253427136307,1837253427148801,
2025-05-12 13:28:01.080901,NEW,32.1,0.128,0.03,0.11,0.02,1837253427014917,1837253427122371,1837253427142629,
2025-05-12 13:28:40.691365,CANCEL,2.3,0.162,0.03,0.05,0.11,1837293067243520,1837293067292102,1837293067405597,
2025-05-12 13:28:40.691378,CANCEL,2.3,0.182,0.03,0.06,0.12,1837293067243520,1837293067305397,1837293067425926,
2025-05-12 13:28:40.693111,NEW,4.1,0.195,0.03,0.08,0.12,1837293067243520,1837293067320726,1837293067438460,
2025-05-12 13:28:40.708789,NEW,19.7,0.266,0.03,0.09,0.18,1837293067243520,1837293067332198,1837293067509344,
2025-05-12 13:28:53.411474,CANCEL,1.9,0.076,0.04,0.06,0.02,1837305787924055,1837305787984250,1837305788000180,
2025-05-12 13:28:53.411481,CANCEL,1.9,0.093,0.04,0.07,0.02,1837305787924055,1837305787992405,1837305788017263,
2025-05-12 13:28:53.413504,NEW,3.9,0.115,0.04,0.11,0.0,1837305787924055,1837305788035116,1837305788039264,
2025-05-12 13:28:53.414470,NEW,4.8,0.111,0.04,0.1,0.02,1837305787924055,1837305788020188,1837305788035377,
2025-05-12 13:28:55.730176,CANCEL,1.7,0.063,0.04,0.05,0.01,1837308106823987,1837308106876907,1837308106887327,
2025-05-12 13:28:55.730475,CANCEL,2.0,0.082,0.04,0.06,0.02,1837308106823987,1837308106882177,1837308106906293,
2025-05-12 13:28:55.738241,NEW,9.7,0.114,0.04,0.08,0.04,1837308106823987,1837308106900993,1837308106937572,
2025-05-12 13:28:55.769052,NEW,40.5,0.113,0.04,0.1,0.01,1837308106823987,1837308106923776,1837308106936630,
2025-05-12 13:29:06.301433,CANCEL,2.0,0.14,0.05,0.07,0.07,1837318677672102,1837318677744489,1837318677812579,
2025-05-12 13:29:06.301451,CANCEL,1.9,0.285,0.05,0.1,0.19,1837318677672102,1837318677767233,1837318677956953,
2025-05-12 13:29:06.303884,NEW,4.3,0.339,0.05,0.13,0.21,1837318677672102,1837318677797941,1837318678010665,
2025-05-12 13:29:06.306773,NEW,7.2,0.332,0.05,0.11,0.22,1837318677672102,1837318677786218,1837318678003671,
