trend_strength_value,trend_strength_ewma,trend_strength_double_ewma,trend_strength_double_ewma_slope,buildup_in_progress,reduction_in_progress,buildup_step_size,reduction_step_size,position_multiplier,target_position,slope_sign_count,trend_status
1,-0.005989319084623311,-0.000525573211171922,-1.5108748033723944E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006486324425080944,-0.0005273614365360944,-1.5695886215673144E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006983081262868349,-0.0005292981524839938,-1.6582552420764417E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.00747958972223686,-0.0005313832399549194,-1.7468506938508725E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.006975849927375797,-0.0005333165799611454,-1.805375020525607E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.006472362002412165,-0.0005350982935878806,-1.8338522657114E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005969125821411014,-0.0005367285018462273,-1.8323064582947924E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005466141258500364,-0.0005382073256732234,-1.800761612446287E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.005963408187871059,-0.0005398348859318825,-1.7692417276284957E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006460426483777069,-0.0005416110634112359,-1.7677467886043183E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005957196270535235,-0.0005432357389733729,-1.7662527801450978E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006454217672399913,-0.0005450090335534007,-1.7647597017306227E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006950990563563658,-0.0005469308280124035,-1.7632675528409641E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.006447515068281932,-0.0005487010032844841,-1.7317763329564688E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005944291310747847,-0.0005503196803767229,-1.7003100415577464E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005441319165092528,-0.0005517869802221375,-1.6688686634256884E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.005938598505509927,-0.0005534030236797237,-1.6674521833496387E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005435629206257227,-0.0005548676915344969,-1.6660365861273507E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004932911391654154,-0.0005561811046445326,-1.6346218712650078E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004430444935958382,-0.0005573433837939267,-1.5732320382690827E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.003928229713490459,-0.0005583546496928356,-1.511891071946268E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.003426265598633769,-0.0005592150229775178,-1.420598942411717E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.003924552465834397,-0.0005602246242103748,-1.329379619797132E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0044225901896014245,-0.000561383333879992,-1.2682330595507863E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.003920378894506679,-0.0005623910325481798,-1.2071352171456926E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004418418705059371,-0.000563547840849933,-1.1760860627795574E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004916209495706786,-0.00056485363934639,-1.1450615666666282E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004413751390958988,-0.0005660083086718737,-1.114061713737677E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.003911544515263564,-0.0005670119695338511,-1.083086488931845E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004409588743005877,-0.0005681647425658926,-1.0821358771965855E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004907383948634319,-0.000569466508327713,-1.1111858634877346E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.005404930256659947,-0.0005709171474522125,-1.1702124474694703E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004902227791531673,-0.0005722165406454363,-1.1991916435061451E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.005399776677635852,-0.0005736648086865332,-1.2281474806541252E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0058970767892969796,-0.0005752618322807161,-1.2870799732536275E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006394128250902276,-0.0005770074922063024,-1.3459651356369401E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006890931186776771,-0.0005789016693146734,-1.4048029968283401E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0073874857211833275,-0.0005809442445302339,-1.49359358583602E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.007883791978322681,-0.0005831350988503714,-1.6123129316520322E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.007379850082333574,-0.0005851741133454162,-1.7009370779523634E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.007876160157292353,-0.0005873614091586001,-1.7894900830887169E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.007372222077213763,-0.0005893968673590165,-1.847971990680394E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.006868535966175211,-0.000591280609088661,-1.906406844322478E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.007365101698192069,-0.0005933127554153918,-1.9647946728858634E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.007861419147342917,-0.0005954931873329699,-2.023135505225377E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0073574884377693005,-0.0005975217859081006,-2.051429370179814E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.006853809693550471,-0.000599398672280393,-2.0497002965719648E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0063503827887037515,-0.0006011239675153199,-2.0179722985086023E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0058472075973094555,-0.000602697792604258,-1.9562693753886575E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005344283993510856,-0.0006041202684645298,-1.8946155119113563E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004841611851514156,-0.0006053915159394445,-1.8030106780844408E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004339191045588454,-0.0006065116557983391,-1.711478843932266E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.003837021450065715,-0.0006074808087366192,-1.6200199647958173E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0033351029393407375,-0.0006082990953758003,-1.4986339960408492E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0028334353878711224,-0.0006089666362635489,-1.3473448930578976E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.002332018670177242,-0.0006094835518737229,-1.1961765965622311E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0028308526608420985,-0.0006101499626064134,-1.0751290326020312E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0033294372345116226,-0.0006109657487879848,-9.84178127266496E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0038277725158943118,-0.0006119307908181166,-9.232998213858654E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.00332585862963642,-0.000612744969169762,-8.624700705232271E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0038241957003215467,-0.0006137084043891075,-8.31688844966298E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0033222836024714413,-0.0006145209769485322,-8.009321150193038E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0028206224606702607,-0.0006151828073936486,-7.701998657029399E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.002319212149439981,-0.0006156940161962625,-7.394920820462174E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.001818052543365316,-0.0006160547237544132,-7.088087490864309E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0013171435170936884,-0.000616265050392415,-6.781498518692122E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0008164849453351968,-0.0006163251163608978,-6.175153754484487E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0003160767028625843,-0.0006162350418368484,-5.269293048863516E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.000815918664511098,-0.0006162949469236507,-4.364156105534072E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0013155107051787875,-0.0006165047116511272,-3.759742481365116E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0008148529498262533,-0.0006165642161225798,-2.855811733472281E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0003144455233513952,-0.0006164735805147484,-1.9526035662162637E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0008142883005896645,-0.0006165329249307709,-1.3501175371222934E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0003138811564394248,-0.0006164421294002235,-7.481132039610302E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.00081372421586115,-0.0006165013140261617,-4.465902717485553E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0003133173537532745,-0.0006164103588380799,-1.4530844566484901E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,0.00018683930492354703,-0.0006161693839389514,1.5573242194638974E-08,FALSE,TRUE,1,1,0,0.00,0,Reduction
-1,-0.00031325411472885967,-0.0006160785093581885,1.5653247865986872E-08,FALSE,FALSE,1,1,0,0.00,1,None
-1,-0.0008130974876714402,-0.0006161376150516824,1.5733187196825293E-08,TRUE,FALSE,1,1,1,0.01,2,BuildUp
1,-0.0003126909389276596,-0.0006160465810488453,4.581306022818661E-08,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.0008125345934581407,-0.000616105527452568,4.586886700118061E-08,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.0013121283261613567,-0.0006163143342921806,1.5924622256784355E-08,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.001811472261998221,-0.0006166728816704923,-1.3995673972143006E-08,FALSE,TRUE,1,1,0,0.00,0,Reduction
-1,-0.0023105665258671667,-0.0006171810497637512,-7.38920363527705E-08,FALSE,FALSE,1,1,0,0.00,-1,None
-1,-0.002809411242604178,-0.0006178387188216033,-1.337404795441542E-07,TRUE,FALSE,1,1,1,-0.01,-2,BuildUp
1,-0.0023080065369829312,-0.0006183457691670516,-1.9354103289717564E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0018068525337144948,-0.0006187023211964158,-2.532937257464316E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.002305949107447583,-0.000619208495232291,-3.1299858741025593E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.002804796132893804,-0.0006198641715235894,-3.726556471906977E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0023033937348274124,-0.0006203692303925805,-4.322649343735212E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0028022420379599437,-0.0006210237922348507,-4.918264782282712E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.003300840916940909,-0.0006218277373722625,-5.513403080081857E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0037991904964823834,-0.0006227809461999954,-6.108064529503055E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004297290901234088,-0.0006238832991865055,-6.702249422754292E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004795142255783416,-0.0006251346768734845,-7.295958051881254E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.005292744684655469,-0.0006265349598758189,-8.189190708767272E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0057900983123130864,-0.0006280840288815499,-9.381707685134164E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.005287203263156986,-0.0006294817646518324,-1.0273269419541353E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004784559661525463,-0.0006307282880208943,-1.0864116497304936E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004282167381694756,-0.0006318237197489964,-1.1454489356415892E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004780026298003853,-0.0006330681805224727,-1.2044388287622008E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0052776362848547965,-0.0006344615509537722,-1.2633813581509739E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004774997466712424,-0.0006357037117284996,-1.2922765528504257E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.004272609967979123,-0.0006367947836053747,-1.2911484418869166E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.003770473662995189,-0.0006377348872691915,-1.2600210395707022E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.004268588426163637,-0.0006388241433308598,-1.2289183455040945E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0047664541319505,-0.0006400624323274456,-1.197840344589567E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0052640709048844695,-0.0006414496348692125,-1.1967870217380132E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.005761438869431972,-0.0006429856316395811,-1.2257343618686782E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006258558149997201,-0.0006446703033950882,-1.2846583646091803E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.006755428870922148,-0.0006465035309653461,-1.3435350442873407E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.007252051156486632,-0.0006484851952530023,-1.4023644299230122E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.007748425130908333,-0.0006506151772336986,-1.4911465505198996E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.008244550918342825,-0.0006528933579560311,-1.6098574350656424E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.008740428642883599,-0.000655319618541509,-1.7584731272317508E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009236058428562103,-0.000657893840184515,-1.9069696853655106E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.008731440399347878,-0.0006603159041522637,-2.0253471824818065E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.00922707467914815,-0.0006628859317847622,-2.1436296915549657E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.00972246114180852,-0.000665603804347769,-2.2618172708187885E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01021759991123756,-0.0006684694031798356,-2.3799099784747436E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009712491111281998,-0.0006711826096922661,-2.467907872691995E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009207634865726412,-0.000673743545369076,-2.5258350116073727E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.008703031048293603,-0.0006761523316199531,-2.5537154386254497E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009198679532769403,-0.0006787090897802977,-2.5815731824266546E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009694080193002963,-0.0006814137011112642,-2.609408256975512E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010189233152906407,-0.0006842660469468023,-2.6372206762287395E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0106841385363299,-0.000687266008693617,-2.695010454135331E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01117879646706168,-0.0006904134678311271,-2.752753604636491E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010673207068828206,-0.0006934083059114259,-2.7804501563656907E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011167870465293737,-0.0006965506445592403,-2.808124137940464E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010662286530061146,-0.0006995403653248906,-2.835775563262452E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01015695538679617,-0.0007023775898313317,-2.863404446225564E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009651876909102828,-0.0007050624396271128,-2.8910108007159687E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010147050970648223,-0.0007078950361864188,-2.9185946406121155E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009641977445162955,-0.0007105752609091114,-2.916155979784728E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01013715645644032,-0.0007134032352677705,-2.9137188320968128E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009632087878212155,-0.0007160788406606535,-2.8812831967036517E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010127271834272995,-0.0007189021985587368,-2.8488730727609732E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009622208198355913,-0.0007215731903586756,-2.8164884447249713E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01011739709425668,-0.0007243919375298448,-2.7841292970604502E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009612338395709607,-0.0007270583214672984,-2.7517956142407776E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009107532226511807,-0.0007295724636388114,-2.719487380747974E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.008602978460398607,-0.0007319344854378392,-2.6872045810726355E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009098676971168354,-0.0007344445081835581,-2.6549471997139243E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009594127632682716,-0.0007371024131209076,-2.652715221179616E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010089330568866321,-0.000739908081567631,-2.6504846299860487E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010584285903581833,-0.0007428613949142349,-2.678255425358144E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011078993760629988,-0.0007459622346239494,-2.7060036065212532E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01157345426374962,-0.0007492104822326867,-2.7637291874011023E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01206766753661769,-0.0007526060193490017,-2.8214081819156957E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011561633702849437,-0.0007558487276540515,-2.879040618675318E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012055852885997958,-0.0007592387289015543,-2.966626526274289E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012549824959554904,-0.0007627759047707499,-3.084141933291072E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012043550047075182,-0.0007661601370134408,-3.1715628829882783E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0115375282720517,-0.0007693915474539519,-3.228913433304427E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01203175950791562,-0.0007727702578420899,-3.2862176274458935E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011525743628161719,-0.0007759961498531855,-3.313475493895053E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011019980756347693,-0.0007790693452351334,-3.310711061118405E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010514470765969576,-0.0007819899656613534,-3.2779483428666704E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011009213530586537,-0.0007850581327308306,-3.2452113381828864E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01150370892382119,-0.0007882737279681574,-3.242500031410583E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011997957069359225,-0.0007916366329705744,-3.239790406902004E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011491958090824601,-0.0007948467294079302,-3.20708246371803E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010986212111779244,-0.0007979041390226413,-3.1744002009200425E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0114807190057233,-0.0008011089834826511,-3.1717436028699266E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011974978646220385,-0.0008044611443814721,-3.169088653938218E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012468991156897221,-0.0008079605033852264,-3.1964353532040983E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01296275666131872,-0.000811606942232606,-3.253759699747263E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012456275282988115,-0.0008151003427348324,-3.3110377073479034E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012950047145346566,-0.0008187408267756155,-3.3682694044784906E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013443572121773838,-0.0008225282761641146,-3.425454819595722E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013936850335712897,-0.0008264625727819788,-3.482593981140442E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014429881910544987,-0.0008305435985833073,-3.5696869175377064E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01492266696958966,-0.0008347712355946087,-3.6867096571967433E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01541520563610481,-0.0008391453659147613,-3.8036382432110148E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.015907498033286706,-0.0008436658717149724,-3.920472733350032E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01639954428427001,-0.0008483326352387384,-4.037213185351194E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01689134451212782,-0.0008531455388018046,-4.153859656919859E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0173828988398717,-0.0008581044647921251,-4.300412205729268E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.017874207390451712,-0.0008632092956698224,-4.446846889420686E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01836527028675643,-0.0008684599139671478,-4.593163780303318E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.018856087651612997,-0.0008738562022884409,-4.73936295064621E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.018346659607787245,-0.0008790980433100899,-4.8554444726782655E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.018837486277983297,-0.0008844855597804912,-4.971432418588253E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01932806753484425,-0.0008900186343730098,-5.087326845824847E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.018818403501076882,-0.0008953971498330204,-5.173127811804797E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01930899429932629,-0.0009009212289778676,-5.258859373912927E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01979933980217657,-0.0009065907545498266,-5.3445215748021935E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02028944013227543,-0.0009124056093631435,-5.430114457101844E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02077929541220924,-0.0009183656763039966,-5.5156380634174245E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02126890576450308,-0.0009244708383304557,-5.601092436330791E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.021758271311620773,-0.0009307209784724421,-5.686477618400119E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.02124739217596502,-0.0009368159798316891,-5.77179365215992E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.020736768479877096,-0.0009427559655817021,-5.827040580121091E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.020226400095637212,-0.0009485410588207182,-5.8522424447708405E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01971628689558945,-0.0009541713825717482,-5.877423273872786E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0202064287521416,-0.0009599470597826185,-5.902583080475083E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.019696325537765586,-0.0009655679733260127,-5.897721877618618E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02018647737499665,-0.0009713342461465133,-5.8928636783369824E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0206763841363091,-0.0009772457611135616,-5.888008480956495E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.020166045944241,-0.0009830024011684992,-5.853156283804354E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.019655962921268935,-0.0009886042893245287,-5.788331085208658E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01914613493980836,-0.0009940515485196734,-5.723556868798428E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0196365618723384,-0.0009996443016168184,-5.688833603511624E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.020126743591402176,-0.0010053824314037534,-5.684137258303525E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02061668021960642,-0.0010112658207402135,-5.709443816846532E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.021106371879496565,-0.0010172943525578399,-5.7347292775221405E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.021595818693556763,-0.0010234679098601387,-5.7899936534126E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02208502078420993,-0.001029786375722443,-5.845212957592959E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.022573978273817772,-0.0010362496332918707,-5.900387217830914E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02306269128468081,-0.0010428575657872865,-5.985516461878729E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.023551159939038415,-0.001049610056499261,-6.100576717473242E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.02403938435906884,-0.0010565069887900312,-6.245544027035782E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.02352736466688936,-0.0010632482460934602,-6.360394447664183E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.023015600984555972,-0.0010698339519149983,-6.445152051124487E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.02250409318406375,-0.0010762642296846424,-6.499840894442881E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.021992841137471773,-0.0010825392027569779,-6.524485019913798E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.022481844716902982,-0.001088958994411221,-6.549108455108227E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.021970603794544588,-0.0010952234878512602,-6.54371121288173E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.02145961849264737,-0.0011013328063526984,-6.508317306082767E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.021948888683400992,-0.0011075870731158122,-6.472950732852568E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.021437914239059348,-0.0011136861712655944,-6.407611476633331E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.021927195281939763,-0.001119930223998796,-6.342323520876474E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
